Formula,Answer
133902-102128,31774 
417722-295465,122257
900916-180283,720633
575455-212788,362667
879614-484993,394621
855000-321358,533642
74321-16637  ,57684 
682237-368014,314223
192994-71879 ,121115
707800-376610,331190
530417-218984,311433
172949-17423 ,155526
230369-32087 ,198282
938525-213138,725387
948673-28004 ,920669
759860-275258,484602
344562-139094,205468
212112-33470 ,178642
868162-737381,130781
341931-230229,111702
812217-178951,633266
498505-390771,107734
880899-216545,664354
685234-573883,111351
525484-188215,337269
710221-3199  ,707022
530180-235090,295090
272810-187321,85489 
355346-182235,173111
720755-547886,172869
592028-586009,6019  
611119-521176,89943 
402204-304249,97955 
468263-130784,337479
601279-346852,254427
949596-374066,575530
490324-290475,199849
441134-67144 ,373990
579966-349687,230279
945282-804533,140749
951036-143197,807839
361695-115758,245937
798150-743277,54873 
962639-286923,675716
619882-338347,281535
869353-105485,763868
621223-368074,253149
616463-559410,57053 
376088-335874,40214 
733103-276169,456934
811796-178102,633694
878236-607087,271149
195270-48459 ,146811
690501-29070 ,661431
484563-306774,177789
496123-394258,101865
977792-87665 ,890127
925037-793964,131073
463687-375454,88233 
341231-215833,125398
118135-89457 ,28678 
376870-338434,38436 
745539-32585 ,712954
494344-367000,127344
695076-666681,28395 
563817-150247,413570
800918-225508,575410
806370-683300,123070
570960-130278,440682
652885-596450,56435 
654792-181594,473198
831646-343481,488165
413485-172406,241079
969966-811366,158600
607559-74136 ,533423
857875-396420,461455
739299-584323,154976
816645-591208,225437
860111-781117,78994 
514086-58439 ,455647
955684-870348,85336 
933608-56266 ,877342
504688-458280,46408 
847506-586239,261267
797100-739087,58013 
415193-258046,157147
970766-279163,691603
697541-420112,277429
398745-281831,116914
606893-597711,9182  
919514-315939,603575
710617-625978,84639 
917502-474648,442854
547843-521079,26764 
102998-76923 ,26075 
959299-32670 ,926629
972690-616738,355952
473983-237363,236620
868549-570151,298398
941615-227863,713752
887564-105502,782062
578292-35735 ,542557
570763-253099,317664
679023-79155 ,599868
452154-69893 ,382261
133299-87849 ,45450 
456488-419298,37190 
816183-648122,168061
912062-764739,147323
387380-202401,184979
251684-156399,95285 
415906-180256,235650
415024-390271,24753 
878466-378644,499822
288105-77315 ,210790
498747-304064,194683
782310-476595,305715
942312-794524,147788
958556-837022,121534
546470-76371 ,470099
349151-225567,123584
534144-301476,232668
841953-761335,80618 
395098-382706,12392 
154771-64646 ,90125 
722204-349117,373087
837378-89709 ,747669
826874-66952 ,759922
905105-476079,429026
408622-45544 ,363078
744840-662743,82097 
948635-102141,846494
878928-46151 ,832777
783544-507126,276418
934897-917759,17138 
744542-472113,272429
704414-3144  ,701270
750692-280103,470589
414410-143800,270610
887889-159129,728760
910827-730486,180341
513283-463701,49582 
941443-752316,189127
397758-272087,125671
754443-255391,499052
620502-165192,455310
884895-237837,647058
889569-327704,561865
938822-109731,829091
533115-141459,391656
111097-89180 ,21917 
921302-543897,377405
558218-490883,67335 
943493-637620,305873
980615-444748,535867
926496-381369,545127
617119-341659,275460
834252-494917,339335
923555-791447,132108
746348-208140,538208
740740-304439,436301
610044-204604,405440
785185-584415,200770
595799-240017,355782
313815-145678,168137
703939-423363,280576
444831-106497,338334
921059-727171,193888
921065-886132,34933 
457690-104495,353195
476741-250705,226036
968921-95841 ,873080
620274-94565 ,525709
726392-258170,468222
748330-656657,91673 
511589-353849,157740
951325-886066,65259 
770743-405451,365292
988034-529728,458306
856348-703111,153237
638862-299280,339582
844090-644483,199607
881530-399044,482486
803481-421757,381724
660242-535385,124857
480847-156821,324026
927043-402701,524342
486888-10853 ,476035
804064-51450 ,752614
939941-491746,448195
654033-283687,370346
617556-26927 ,590629
835626-412067,423559
431042-393845,37197 
615955-27584 ,588371
914118-369439,544679
884610-770588,114022
529701-141768,387933
673665-288473,385192
710597-159041,551556
810673-535114,275559
820247-490526,329721
618789-61854 ,556935
422959-21218 ,401741
772256-758126,14130 
658904-363134,295770
934962-180052,754910
925226-675442,249784
849450-425183,424267
529843-470503,59340 
738348-415129,323219
630691-397355,233336
947436-206509,740927
643728-51873 ,591855
407380-205877,201503
907692-87863 ,819829
714494-96792 ,617702
256112-140280,115832
460072-411223,48849 
744105-523914,220191
360316-329728,30588 
769871-2962  ,766909
926048-550736,375312
580959-505649,75310 
982886-584738,398148
690056-614086,75970 
731344-200076,531268
729303-580097,149206
178812-96410 ,82402 
840524-249482,591042
895625-504410,391215
647741-4596  ,643145
917870-105996,811874
816189-197651,618538
443228-116857,326371
339016-281981,57035 
990914-697134,293780
927357-280949,646408
903755-834006,69749 
458212-75072 ,383140
776450-618104,158346
766901-602415,164486
590063-436880,153183
934485-873160,61325 
563805-165367,398438
678734-654783,23951 
778433-707039,71394 
904095-14295 ,889800
903539-108534,795005
885957-415606,470351
275595-80755 ,194840
673268-317730,355538
824746-180317,644429
876086-584557,291529
919111-407871,511240
396136-9350  ,386786
637919-478374,159545
622128-132641,489487
728252-128996,599256
581392-282652,298740
418605-401811,16794 
870515-689288,181227
814558-35369 ,779189
854216-39326 ,814890
278658-111683,166975
804602-225187,579415
557774-266390,291384
967445-253321,714124
813170-408663,404507
759236-429324,329912
686265-274225,412040
568466-484401,84065 
833538-700696,132842
917837-630315,287522
861702-683515,178187
739565-730100,9465  
615735-611166,4569  
561380-263954,297426
895985-710871,185114
895730-511695,384035
797544-191941,605603
654981-143510,511471
939184-158815,780369
952797-273852,678945
575008-326653,248355
743100-358417,384683
447010-87199 ,359811
647815-607128,40687 
870796-56701 ,814095
997156-433784,563372
428920-178406,250514
775498-452861,322637
718081-184896,533185
972517-246946,725571
645513-414753,230760
995053-531082,463971
713065-221715,491350
490050-459534,30516 
605804-132291,473513
750124-645545,104579
945706-194581,751125
812626-621485,191141
543702-467529,76173 
789071-436544,352527
583364-66007 ,517357
512907-140008,372899
713916-706768,7148  
860885-335327,525558
130903-104009,26894 
218179-32963 ,185216
701331-576430,124901
378039-281669,96370 
723163-441250,281913
620655-617454,3201  
896870-414095,482775
758810-293584,465226
644068-291564,352504
822962-262302,560660
984954-518054,466900
359139-242321,116818
906645-328210,578435
862739-329024,533715
773180-739541,33639 
888448-251179,637269
144580-3077  ,141503
71039-59178  ,11861 
898506-80512 ,817994
733565-404   ,733161
279976-71143 ,208833
889998-62739 ,827259
346697-180941,165756
676779-580972,95807 
235644-56939 ,178705
615321-547125,68196 
794342-161192,633150
370228-61978 ,308250
793220-256412,536808
35926-10227  ,25699 
190355-141607,48748 
233131-217409,15722 
92683-2800   ,89883 
224441-99783 ,124658
540367-215390,324977
816902-121668,695234
508909-179038,329871
543805-366794,177011
808458-583183,225275
916080-298032,618048
895619-352136,543483
788970-788153,817   
232685-206044,26641 
913363-889633,23730 
591555-128710,462845
799705-725873,73832 
592966-518744,74222 
940895-475257,465638
888152-549974,338178
363723-110708,253015
729152-561667,167485
562354-215478,346876
691709-420594,271115
630125-208362,421763
496700-223689,273011
452547-345078,107469
510576-418684,91892 
779932-708675,71257 
943308-280876,662432
993170-930643,62527 
613461-39362 ,574099
740376-727726,12650 
721067-112812,608255
488382-135982,352400
670877-3095  ,667782
723305-629542,93763 
236294-80117 ,156177
480997-120981,360016
999717-168345,831372
417173-183540,233633
863308-616736,246572
420082-18954 ,401128
904585-698325,206260
956505-272005,684500
655480-514024,141456
954513-288168,666345
936939-551195,385744
725791-211609,514182
805492-449040,356452
749979-409090,340889
338456-283850,54606 
631409-526170,105239
843475-376646,466829
908320-854751,53569 
841905-567711,274194
597845-478594,119251
828852-448331,380521
835842-593380,242462
823741-666412,157329
817536-781790,35746 
605112-366347,238765
852247-81989 ,770258
724482-540797,183685
237256-203260,33996 
713204-309898,403306
710235-685804,24431 
228558-22349 ,206209
906383-515753,390630
943522-859863,83659 
709968-93624 ,616344
532471-161390,371081
611258-263190,348068
866323-488599,377724
542933-198345,344588
976830-319942,656888
988299-325231,663068
396871-217139,179732
994718-964901,29817 
746495-288027,458468
994336-834107,160229
928680-48544 ,880136
392287-161856,230431
534762-116172,418590
995895-56855 ,939040
738833-287776,451057
904097-416007,488090
602294-103410,498884
245439-171621,73818 
439293-140560,298733
739746-226332,513414
795034-710300,84734 
831021-47148 ,783873
658639-559393,99246 
971690-554333,417357
420751-132369,288382
686405-411078,275327
866155-496556,369599
253323-24086 ,229237
932802-67382 ,865420
695914-23206 ,672708
903682-602250,301432
588227-451982,136245
888419-37559 ,850860
572824-341682,231142
957321-802363,154958
306001-70579 ,235422
711157-686378,24779 
672714-306514,366200
635325-322936,312389
873309-212017,661292
907097-521100,385997
617371-398446,218925
952666-341475,611191
261078-210924,50154 
553453-327059,226394
410231-18214 ,392017
557146-55418 ,501728
663518-604004,59514 
297541-168934,128607
866378-804612,61766 
236735-16080 ,220655
843826-577029,266797
565288-16522 ,548766
966138-145133,821005
873449-791423,82026 
574405-414516,159889
469250-3966  ,465284
450131-19920 ,430211
568306-239915,328391
241851-42469 ,199382
583789-228823,354966
887735-814198,73537 
663412-306633,356779
779233-316639,462594
556515-382138,174377
985866-595895,389971
594259-369920,224339
371291-190589,180702
749863-691471,58392 
650550-210404,440146
754893-555079,199814
859815-759069,100746
174525-119570,54955 
814886-606819,208067
289343-537   ,288806
638776-66693 ,572083
544291-510976,33315 
163466-95107 ,68359 
561086-89828 ,471258
953874-919117,34757 
927113-881633,45480 
761005-683528,77477 
737908-429998,307910
984223-235089,749134
914853-390602,524251
947809-820280,127529
939305-507672,431633
881472-382363,499109
190055-38481 ,151574
384841-210578,174263
267205-43349 ,223856
221121-122213,98908 
780545-389520,391025
945219-587438,357781
226836-147191,79645 
698040-104169,593871
315716-78177 ,237539
853694-710170,143524
813892-301520,512372
596625-6155  ,590470
740794-119633,621161
603306-404810,198496
415101-352438,62663 
771485-595466,176019
901275-560599,340676
672941-285605,387336
806428-14283 ,792145
630651-180721,449930
836145-450149,385996
415424-23375 ,392049
930536-425084,505452
574547-514562,59985 
356528-122251,234277
408804-375103,33701 
812940-603752,209188
311214-284491,26723 
985886-137780,848106
962158-486386,475772
534070-248178,285892
927969-920168,7801  
689598-47719 ,641879
755746-645147,110599
758854-218948,539906
701477-472353,229124
997036-915879,81157 
686701-682947,3754  
987041-788500,198541
293866-250093,43773 
654463-592284,62179 
381456-256359,125097
842107-120287,721820
503756-149580,354176
877980-16268 ,861712
920626-449081,471545
937410-600565,336845
798089-780708,17381 
936271-438715,497556
470590-159287,311303
672584-224289,448295
992548-580257,412291
809178-792071,17107 
239481-88370 ,151111
780897-317672,463225
695105-334515,360590
899383-788219,111164
383425-330731,52694 
594723-399925,194798
746560-491519,255041
386643-96380 ,290263
338710-309634,29076 
718987-570569,148418
694451-115946,578505
824084-545507,278577
744039-428563,315476
605375-163655,441720
821017-66905 ,754112
876694-177017,699677
512196-104869,407327
224189-132938,91251 
771512-583756,187756
776156-679569,96587 
957903-887489,70414 
417324-53522 ,363802
706924-127747,579177
513406-27626 ,485780
910009-532959,377050
223672-220320,3352  
597917-343042,254875
729010-3408  ,725602
673742-328104,345638
24273-3601   ,20672 
782034-623343,158691
853688-711564,142124
968335-5355  ,962980
725764-274757,451007
616589-494701,121888
304781-190012,114769
854658-753416,101242
953229-951063,2166  
456550-120834,335716
412872-58692 ,354180
512589-37758 ,474831
720184-11531 ,708653
894989-749112,145877
432139-283087,149052
894109-847949,46160 
717229-148967,568262
693862-532795,161067
749084-419114,329970
850353-728536,121817
508913-402577,106336
282519-2889  ,279630
816972-174157,642815
143530-31950 ,111580
732505-290938,441567
419787-24528 ,395259
571200-255181,316019
773851-471864,301987
234749-36396 ,198353
959357-191882,767475
786748-785488,1260  
700032-428975,271057
490072-360188,129884
668139-630161,37978 
680885-24805 ,656080
842530-70140 ,772390
656726-502030,154696
325017-77909 ,247108
913539-86225 ,827314
988477-447613,540864
745259-584781,160478
798137-108564,689573
510901-385895,125006
534496-19109 ,515387
307902-118368,189534
894654-789551,105103
26647-18456  ,8191  
235665-58436 ,177229
738333-611976,126357
720841-546929,173912
725620-386080,339540
932427-196336,736091
924917-84207 ,840710
800397-303229,497168
264917-31860 ,233057
497961-334930,163031
143344-10809 ,132535
932612-860173,72439 
918392-652140,266252
840948-12319 ,828629
999595-697263,302332
194983-108684,86299 
629779-319528,310251
970073-813293,156780
632942-588502,44440 
523787-335978,187809
604159-521956,82203 
537587-197267,340320
885727-580801,304926
91960-90190  ,1770  
936588-619003,317585
636998-303691,333307
401119-61496 ,339623
910399-575097,335302
892204-889652,2552  
401638-194672,206966
561066-93903 ,467163
241665-115274,126391
919636-711151,208485
704000-611631,92369 
514025-220134,293891
484396-326882,157514
883179-245855,637324
893987-189287,704700
904600-639073,265527
589612-501742,87870 
588075-514407,73668 
430660-308320,122340
615554-94982 ,520572
477944-444738,33206 
334492-162813,171679
939133-606452,332681
863623-107460,756163
340332-174267,166065
193845-88824 ,105021
636163-452117,184046
395589-314779,80810 
793508-531155,262353
350338-125757,224581
672566-35170 ,637396
790842-19109 ,771733
745070-638362,106708
655016-532704,122312
706089-474588,231501
745462-292684,452778
590750-505211,85539 
836727-310482,526245
291001-109831,181170
311256-153015,158241
885735-287326,598409
913790-753818,159972
702716-325571,377145
951854-37791 ,914063
179516-65847 ,113669
237047-67833 ,169214
656013-343358,312655
970735-711848,258887
484098-358577,125521
677743-354556,323187
176499-55968 ,120531
519610-42398 ,477212
643926-216655,427271
898936-337893,561043
472741-343136,129605
324221-153490,170731
696418-537544,158874
902608-855093,47515 
899841-734427,165414
920655-706601,214054
610550-469829,140721
784068-597822,186246
981616-253095,728521
332222-304057,28165 
603549-338358,265191
316657-284860,31797 
985397-16351 ,969046
664019-518041,145978
769555-348910,420645
617997-54465 ,563532
810655-364797,445858
875039-519372,355667
902962-792981,109981
760282-363444,396838
230600-64266 ,166334
662319-377820,284499
733670-406322,327348
975051-808007,167044
709119-316178,392941
999597-439972,559625
208127-158897,49230 
437533-319291,118242
627169-64595 ,562574
258550-179404,79146 
533442-262814,270628
358055-217362,140693
354297-136215,218082
650056-552121,97935 
541861-362569,179292
490587-390280,100307
159187-75541 ,83646 
980549-778753,201796
580439-515745,64694 
662597-353   ,662244
638661-591725,46936 
493370-434145,59225 
605379-5555  ,599824
628118-294931,333187
961911-247677,714234
959782-766657,193125
470690-261367,209323
554603-97834 ,456769
627188-345751,281437
758353-641584,116769
95450-48456  ,46994 
399127-330988,68139 
927191-123494,803697
391777-379212,12565 
428701-151763,276938
661085-289047,372038
953293-9973  ,943320
547621-357910,189711
42784-13638  ,29146 
606787-535111,71676 
827424-742228,85196 
394255-23126 ,371129
829449-477407,352042
608725-129120,479605
327529-86623 ,240906
746733-346360,400373
416199-396100,20099 
533280-236367,296913
721367-659214,62153 
639048-137720,501328
150198-33932 ,116266
781370-228761,552609
881607-841225,40382 
994223-275570,718653
609562-217986,391576
515681-55371 ,460310
643134-238134,405000
789126-572807,216319
994849-587017,407832
427081-20018 ,407063
389928-254380,135548
332309-320988,11321 
339037-60734 ,278303
635900-191889,444011
947545-847703,99842 
998906-242488,756418
520878-86197 ,434681
788040-776801,11239 
560096-103484,456612
379002-338574,40428 
566742-92252 ,474490
833553-108191,725362
363387-186665,176722
481384-417851,63533 
205325-140192,65133 
698497-472039,226458
576918-89161 ,487757
792350-245254,547096
815243-721823,93420 
805655-36500 ,769155
946956-640408,306548
631592-591223,40369 
952987-47743 ,905244
916305-564942,351363
230039-93634 ,136405
743744-349500,394244
892232-98420 ,793812
883002-461342,421660
904412-312644,591768
987679-434958,552721
476266-394433,81833 
624710-263735,360975
385593-151727,233866
286759-166475,120284
578671-416008,162663
827952-264304,563648
199441-10350 ,189091
929038-491398,437640
615922-320798,295124
483340-429874,53466 
719123-188754,530369
690436-607908,82528 
316187-266651,49536 
903048-728996,174052
316436-297390,19046 
953946-295689,658257
940664-604697,335967
421763-146622,275141
757449-651509,105940
135764-70802 ,64962 
399748-377083,22665 
779550-81096 ,698454
317756-194834,122922
812732-405072,407660
851691-434987,416704
724759-537344,187415
578219-234536,343683
981927-975529,6398  
410823-123736,287087
822874-121978,700896
449034-20351 ,428683
694506-81314 ,613192
962058-712932,249126
664038-214424,449614
306712-53734 ,252978
596587-263646,332941
686482-581539,104943
564072-206506,357566
449142-295171,153971
914391-231093,683298
805347-583707,221640
791014-193661,597353
848186-788849,59337 
802414-773059,29355 
456774-109299,347475
792299-772797,19502 
652998-153870,499128
997320-158290,839030
988454-292241,696213
662918-227126,435792
539167-1652  ,537515
990675-204066,786609
566103-482004,84099 
721037-374560,346477
665499-664908,591   
790054-656467,133587
666839-92007 ,574832
239886-76937 ,162949
918736-511847,406889
976685-701575,275110
642266-295106,347160
48509-28875  ,19634 
462472-218375,244097
526113-312920,213193
961220-567090,394130
482282-15526 ,466756
860233-824646,35587 
808897-33439 ,775458
587307-65775 ,521532
127017-73279 ,53738 
493020-110305,382715
413729-100477,313252
674260-387364,286896
632764-575344,57420 
676292-219864,456428
456191-184911,271280
369228-314103,55125 
884674-409055,475619
305442-189715,115727
726051-693672,32379 
936918-432441,504477
896472-622484,273988
953318-547529,405789
268354-59630 ,208724
925765-218732,707033
674685-471686,202999
329302-252218,77084 
868438-387275,481163
669306-184191,485115
732776-512449,220327
331481-244701,86780 
988378-825774,162604
955131-277211,677920
515307-348841,166466
856533-590234,266299
528854-39545 ,489309
958862-941216,17646 
106307-84271 ,22036 
834274-346321,487953
475137-416702,58435 
882759-804662,78097 
908408-711767,196641
873868-388389,485479
346090-49442 ,296648
983147-337743,645404
386522-130487,256035
975679-966904,8775  
828485-33240 ,795245
286821-133877,152944
871925-324181,547744
648581-526393,122188
374087-331196,42891 
989964-725942,264022
601437-573385,28052 
626108-178425,447683
703473-397757,305716
737933-652460,85473 
161830-6556  ,155274
735109-409753,325356
511909-281440,230469
462768-242563,220205
772067-205291,566776
482774-82438 ,400336
840724-643288,197436
244164-61224 ,182940
521124-12613 ,508511
509882-112750,397132
600455-592538,7917  
863798-650100,213698
675125-172238,502887
807974-579770,228204
994957-418626,576331
308442-80542 ,227900
949798-504566,445232
748606-647418,101188
619866-380689,239177
778753-728949,49804 
691470-106902,584568
791309-485288,306021
446167-77350 ,368817
980644-978369,2275  
625132-368165,256967
239315-112468,126847
893974-805000,88974 
966506-948959,17547 
838385-391846,446539
751712-588085,163627
773756-527533,246223
706112-595962,110150
802264-288672,513592
337047-247487,89560 
880298-694583,185715
680949-45288 ,635661
423703-121711,301992
969196-383143,586053
310745-91831 ,218914
975672-280773,694899
191294-166629,24665 
684175-249723,434452
813403-377148,436255
677381-390595,286786
848066-671653,176413
476944-403035,73909 
987848-916219,71629 
918755-228116,690639
546193-285751,260442
898645-234289,664356
177490-93829 ,83661 
554521-367777,186744
395573-26481 ,369092
416168-274008,142160
279369-73731 ,205638
295858-269270,26588 
939880-500199,439681
868077-431011,437066
888966-552252,336714
502429-455246,47183 
987724-40630 ,947094
553587-257341,296246
401056-86107 ,314949
968550-31209 ,937341
988223-504926,483297
748319-7288  ,741031
614361-69429 ,544932
552738-550583,2155  
682684-482794,199890
985829-234817,751012
977203-642027,335176
860166-702140,158026
849004-505088,343916
245716-230032,15684 
398009-383136,14873 
984285-63135 ,921150
793904-714276,79628 
278837-177331,101506
944099-937351,6748  
427032-294841,132191
534824-351363,183461
715657-570885,144772
716931-656178,60753 
718375-624320,94055 
792990-765697,27293 
982706-867083,115623
802881-606309,196572
490842-470345,20497 
648204-204890,443314
888803-509630,379173
749070-740675,8395  
214108-177891,36217 
794689-303884,490805
845212-92859 ,752353
992028-416500,575528
980247-941246,39001 
522029-93271 ,428758
980137-449358,530779
733631-10566 ,723065
766717-371112,395605
295938-58086 ,237852
740103-585685,154418
639710-274494,365216
616644-309049,307595
338999-70149 ,268850
851258-23343 ,827915
511300-174343,336957
754318-39471 ,714847
977535-46673 ,930862
356252-144875,211377
483576-315209,168367
624127-597521,26606 
914204-791006,123198
621321-209962,411359
934030-898682,35348 
691538-593458,98080 
468946-116643,352303
763745-79958 ,683787
973918-629025,344893
280518-69725 ,210793
530925-57710 ,473215
962638-143254,819384
621337-190221,431116
971142-661194,309948
647931-436421,211510
581629-53198 ,528431
953315-499948,453367
330928-209975,120953
483161-144150,339011
479252-412263,66989 
906889-828480,78409 
657143-391994,265149
463436-185521,277915
778027-632492,145535
733031-430508,302523
928733-871733,57000 
999907-374244,625663
903049-375932,527117
261708-258298,3410  
930310-29013 ,901297
47944-7180   ,40764 
897497-426957,470540
929717-135285,794432
967964-664823,303141
325936-247246,78690 
690752-99989 ,590763
590838-202956,387882
537805-419802,118003
845144-715506,129638
462907-74099 ,388808
719565-674140,45425 
353259-261336,91923 
562155-132930,429225
244677-126836,117841
402030-23332 ,378698
329374-129837,199537
927294-926747,547   
786982-441023,345959
936004-921274,14730 
945027-18173 ,926854
716043-246111,469932
394267-250322,143945
864590-595557,269033
542956-140613,402343
818565-437729,380836
977245-391182,586063
172720-113154,59566 
562293-461783,100510
636806-337412,299394
621315-382665,238650
791603-26827 ,764776
868411-749952,118459
968015-167187,800828
363920-316417,47503 
956329-412230,544099
619401-368092,251309
780680-382906,397774
788977-191618,597359
986620-112065,874555
635705-409454,226251
381843-308761,73082 
573835-222319,351516
683512-207032,476480
962040-156551,805489
311905-287672,24233 
911438-302306,609132
995150-136465,858685
473736-417558,56178 
485523-290912,194611
973419-772212,201207
567825-127433,440392
895438-676944,218494
968998-518493,450505
854363-585820,268543
840438-455203,385235
703871-341995,361876
377317-298206,79111 
610888-577611,33277 
918310-653872,264438
890549-276823,613726
599275-194973,404302
871290-580127,291163
301539-47712 ,253827
709546-39741 ,669805
727013-509420,217593
534301-460030,74271 
569567-250940,318627
657534-577793,79741 
722348-188576,533772
314221-138017,176204
206560-87060 ,119500
848589-346011,502578
593978-307844,286134
767451-619462,147989
737034-502230,234804
699080-41176 ,657904
664908-420559,244349
540827-165972,374855
870544-451168,419376
763723-666409,97314 
558025-184670,373355
949691-208045,741646
904667-735298,169369
794228-410370,383858
810571-727291,83280 
818559-56234 ,762325
823228-296475,526753
642583-139997,502586
657841-21309 ,636532
251139-173404,77735 
343831-90364 ,253467
929132-84868 ,844264
815394-684711,130683
449689-19771 ,429918
295546-83051 ,212495
920560-537877,382683
691747-90649 ,601098
933795-765080,168715
130042-104978,25064 
291210-63763 ,227447
720538-607453,113085
882719-22787 ,859932
574163-411830,162333
943287-246902,696385
947972-139088,808884
603638-17125 ,586513
276750-209468,67282 
974303-180502,793801
393447-21662 ,371785
945174-888417,56757 
474162-143477,330685
608451-99171 ,509280
875813-840327,35486 
238947-82713 ,156234
494676-472264,22412 
946231-489756,456475
318829-45479 ,273350
442276-323003,119273
664597-355598,308999
945912-315242,630670
559191-36829 ,522362
531983-43487 ,488496
168423-113215,55208 
862530-403165,459365
239049-191119,47930 
858702-439525,419177
232942-120357,112585
270530-152247,118283
900286-137830,762456
884736-20468 ,864268
990622-448635,541987
949611-211106,738505
519634-80117 ,439517
