Formula,Answer
583-48 ,535 
567+552,1119
832+171,1003
374+238,612 
892+143,1035
518-88 ,430 
758-151,607 
907+251,1158
641+398,1039
209-179,30  
230-23 ,207 
565+124,689 
488-479,9   
782+124,906 
950+412,1362
712-38 ,674 
74-9   ,65  
576-205,371 
829-567,262 
742-727,15  
894-435,459 
901+726,1627
445-256,189 
866+312,1178
796+352,1148
764-344,420 
691-405,286 
617-176,441 
915+909,1824
972+617,1589
893-878,15  
811+498,1309
372-355,17  
859+539,1398
203+27 ,230 
690-600,90  
828+459,1287
414-52 ,362 
555-260,295 
516+174,690 
770+524,1294
602+133,735 
223-101,122 
258-105,153 
936+281,1217
880+836,1716
123-12 ,111 
725-19 ,706 
714-394,320 
390+38 ,428 
961+762,1723
149-53 ,96  
684-575,109 
721+539,1260
799-306,493 
870+400,1270
538+425,963 
934-218,716 
534-134,400 
893+751,1644
526-442,84  
904+227,1131
714+60 ,774 
508-213,295 
376-96 ,280 
717+506,1223
995-834,161 
949-719,230 
853+285,1138
883-121,762 
810+165,975 
863+123,986 
318+31 ,349 
308-131,177 
470-5  ,465 
829-347,482 
681-212,469 
701-203,498 
273-265,8   
750-547,203 
762-307,455 
689-474,215 
732+457,1189
725+319,1044
992-31 ,961 
611+158,769 
448+226,674 
924+48 ,972 
507+82 ,589 
603-276,327 
975-688,287 
126-121,5   
724-229,495 
862-524,338 
982-241,741 
979-682,297 
89+4   ,93  
701-548,153 
983+208,1191
374-254,120 
674+207,881 
720-209,511 
909+569,1478
73-66  ,7   
578+189,767 
605+17 ,622 
780+559,1339
933-792,141 
57+24  ,81  
913+543,1456
564+118,682 
322+242,564 
557+47 ,604 
169-46 ,123 
992-803,189 
482-57 ,425 
877+228,1105
744+474,1218
406-387,19  
475+188,663 
747-616,131 
528+90 ,618 
719-61 ,658 
683+315,998 
904+273,1177
363+99 ,462 
798+4  ,802 
718+171,889 
936-605,331 
172+71 ,243 
710+107,817 
990-260,730 
860-713,147 
983-80 ,903 
894+735,1629
742+33 ,775 
816-795,21  
963-248,715 
953-727,226 
703+180,883 
316+74 ,390 
837+677,1514
730-652,78  
977+489,1466
760+42 ,802 
820-535,285 
953-90 ,863 
526+442,968 
979-918,61  
873+274,1147
487+306,793 
873+190,1063
765+634,1399
887-719,168 
868-495,373 
955-327,628 
380-261,119 
742-700,42  
940-61 ,879 
700+86 ,786 
755+715,1470
920-319,601 
663-568,95  
753-135,618 
461+342,803 
995-304,691 
90+53  ,143 
265-187,78  
445+212,657 
464-8  ,456 
295-265,30  
961-557,404 
824+117,941 
983+40 ,1023
273+55 ,328 
848+530,1378
598-583,15  
336-313,23  
534-248,286 
817-779,38  
899+787,1686
855+827,1682
975-563,412 
599-528,71  
262-251,11  
600-559,41  
387+363,750 
956-279,677 
763+53 ,816 
236-229,7   
713-22 ,691 
961+29 ,990 
434+269,703 
775+391,1166
475+355,830 
863-823,40  
596-95 ,501 
561-36 ,525 
390-105,285 
964-380,584 
209+4  ,213 
873-253,620 
818+632,1450
795-475,320 
775+55 ,830 
737+413,1150
622+505,1127
779-740,39  
928-670,258 
849-721,128 
919+109,1028
750-619,131 
713-701,12  
595-7  ,588 
607-596,11  
984-403,581 
295+197,492 
380+304,684 
580+146,726 
398-244,154 
952-227,725 
807+303,1110
648+107,755 
346-294,52  
344+317,661 
364-226,138 
274+227,501 
934-33 ,901 
311-205,106 
443+205,648 
437-5  ,432 
952+632,1584
72-17  ,55  
418-80 ,338 
953-542,411 
248+52 ,300 
834+611,1445
791+587,1378
978+546,1524
683-127,556 
851-693,158 
493-228,265 
396+357,753 
649+542,1191
671-151,520 
975+619,1594
615+241,856 
408-363,45  
694+220,914 
904+804,1708
144-96 ,48  
924+415,1339
383-370,13  
710+545,1255
948-394,554 
854-312,542 
375-13 ,362 
501+173,674 
628-554,74  
990+839,1829
971-297,674 
452-196,256 
829-756,73  
444-250,194 
947+922,1869
374+260,634 
638+262,900 
474+333,807 
956-909,47  
980-392,588 
985-824,161 
512-238,274 
469-93 ,376 
974-360,614 
997-419,578 
140-115,25  
445+297,742 
622+23 ,645 
423-50 ,373 
933-395,538 
976-577,399 
676+316,992 
933+241,1174
429-348,81  
995-32 ,963 
318+225,543 
402-17 ,385 
596+327,923 
689+558,1247
983+683,1666
641+246,887 
387+22 ,409 
900-91 ,809 
438-370,68  
946+439,1385
607-555,52  
873+195,1068
249+135,384 
606-379,227 
938+676,1614
409-363,46  
662+582,1244
741+569,1310
795+316,1111
905-342,563 
404-160,244 
829+122,951 
45+13  ,58  
785+162,947 
465+319,784 
981-737,244 
716+442,1158
515+400,915 
887+201,1088
436+376,812 
856-507,349 
457+152,609 
695+608,1303
711-297,414 
941+893,1834
463-155,308 
170+7  ,177 
728-275,453 
831-321,510 
604-273,331 
519-269,250 
665-486,179 
897-836,61  
782-208,574 
630-182,448 
864+229,1093
583-570,13  
984-33 ,951 
618+137,755 
963+691,1654
731+451,1182
998+463,1461
360+45 ,405 
794+48 ,842 
514-104,410 
758-47 ,711 
792-374,418 
867-586,281 
693-122,571 
720+159,879 
988-758,230 
342+126,468 
741-421,320 
715+513,1228
403-380,23  
466-239,227 
706-210,496 
989-24 ,965 
769+174,943 
606+245,851 
865+501,1366
802+751,1553
829+46 ,875 
438+175,613 
942-673,269 
460+194,654 
446-147,299 
621+32 ,653 
829+394,1223
760+38 ,798 
825-699,126 
410+304,714 
958+175,1133
528+494,1022
977-804,173 
242-8  ,234 
560-169,391 
800-364,436 
683-331,352 
700-62 ,638 
846+565,1411
675+530,1205
446-294,152 
966+429,1395
777+277,1054
811+803,1614
656+194,850 
981-840,141 
699+164,863 
994-775,219 
490+373,863 
762-610,152 
962+439,1401
940-816,124 
534-139,395 
812+566,1378
732+85 ,817 
750+731,1481
975-105,870 
481+335,816 
935-109,826 
498-471,27  
307+144,451 
260-173,87  
908+331,1239
823-763,60  
793-686,107 
646-140,506 
870-529,341 
516+175,691 
535+290,825 
791+401,1192
904+566,1470
848-255,593 
377-136,241 
774+39 ,813 
584-161,423 
236-118,118 
734-671,63  
449-263,186 
835-76 ,759 
350-226,124 
944-942,2   
988+215,1203
687+483,1170
674+111,785 
486-373,113 
978-64 ,914 
686+48 ,734 
923+536,1459
827+482,1309
878+818,1696
989-111,878 
600-271,329 
464-372,92  
856-728,128 
643-164,479 
864+454,1318
995+550,1545
897-94 ,803 
949-270,679 
875-576,299 
844-729,115 
450-175,275 
687-362,325 
922+106,1028
326-86 ,240 
454-12 ,442 
268-174,94  
479+294,773 
215+104,319 
860+310,1170
724+481,1205
461+152,613 
374-1  ,373 
527+411,938 
994+504,1498
613+236,849 
918-426,492 
970-437,533 
967-736,231 
724-284,440 
411-349,62  
570+21 ,591 
967-365,602 
887+697,1584
366-236,130 
566+501,1067
599+231,830 
911+302,1213
451-45 ,406 
814-651,163 
686+45 ,731 
423-353,70  
960+366,1326
255-92 ,163 
981-691,290 
805+358,1163
241+145,386 
806+432,1238
78+78  ,156 
888-640,248 
675+651,1326
821+640,1461
881+132,1013
324+53 ,377 
715-352,363 
188+85 ,273 
308-193,115 
276+276,552 
818+649,1467
160+100,260 
666+125,791 
612-560,52  
304-272,32  
960+590,1550
352-327,25  
368-322,46  
964+293,1257
309+305,614 
671+415,1086
895-5  ,890 
822-381,441 
451+230,681 
922-887,35  
502-191,311 
867+541,1408
203-182,21  
550-129,421 
427+409,836 
962-319,643 
870+434,1304
137-69 ,68  
617+352,969 
915-577,338 
997-424,573 
672-628,44  
790-11 ,779 
420-251,169 
856-49 ,807 
881-279,602 
570-126,444 
461+27 ,488 
555+193,748 
819+518,1337
451-33 ,418 
512+138,650 
701-194,507 
779-677,102 
273+200,473 
486-122,364 
795+711,1506
507-418,89  
518+140,658 
375-147,228 
644-25 ,619 
595+166,761 
432+212,644 
841-173,668 
223-122,101 
991+322,1313
639+14 ,653 
588-85 ,503 
351-229,122 
807+536,1343
936+861,1797
774+227,1001
825-378,447 
746+609,1355
252-101,151 
933+821,1754
855-834,21  
964+668,1632
328+28 ,356 
669+81 ,750 
515-152,363 
811-600,211 
188+102,290 
831-471,360 
894+47 ,941 
972-596,376 
910+739,1649
649-373,276 
567-290,277 
831-554,277 
804+608,1412
806-215,591 
646-348,298 
508+308,816 
668+278,946 
619-501,118 
807+395,1202
697+161,858 
940+815,1755
923+445,1368
187-42 ,145 
992+843,1835
156+110,266 
982-878,104 
823+212,1035
869+834,1703
349+288,637 
574+511,1085
601+284,885 
117+106,223 
963+403,1366
965+815,1780
925-113,812 
783-196,587 
848-48 ,800 
897-306,591 
951-562,389 
885+115,1000
407+11 ,418 
499+298,797 
311-36 ,275 
474-132,342 
899-326,573 
518-95 ,423 
879+465,1344
521-467,54  
995+472,1467
743+247,990 
836-525,311 
745-165,580 
528+443,971 
768-43 ,725 
968-869,99  
829-55 ,774 
313-42 ,271 
802-566,236 
693+83 ,776 
672-221,451 
350-239,111 
286+32 ,318 
794-710,84  
400-345,55  
487-69 ,418 
922+365,1287
974-300,674 
566+187,753 
699-153,546 
879-321,558 
882-177,705 
637-174,463 
138-90 ,48  
745-129,616 
798+239,1037
748+102,850 
825+704,1529
546+313,859 
969+861,1830
602+505,1107
171-31 ,140 
491-147,344 
264-254,10  
797+136,933 
758+304,1062
998-732,266 
817+583,1400
138-137,1   
447+184,631 
814+12 ,826 
911-612,299 
763+440,1203
941+396,1337
871+126,997 
870+243,1113
610-569,41  
852+465,1317
531-193,338 
568-157,411 
758+41 ,799 
531-345,186 
200-196,4   
930-84 ,846 
749+707,1456
531+373,904 
613+3  ,616 
795+122,917 
880+688,1568
602-542,60  
989-543,446 
544+52 ,596 
711+161,872 
352+111,463 
689-315,374 
909+214,1123
361+96 ,457 
654+293,947 
230-192,38  
169+7  ,176 
772-74 ,698 
996+811,1807
617-214,403 
933+850,1783
825-134,691 
711-249,462 
623+580,1203
987+974,1961
425-313,112 
850-452,398 
286-204,82  
766+341,1107
458-378,80  
920+83 ,1003
871-842,29  
638+518,1156
587+576,1163
987+598,1585
232+204,436 
384+88 ,472 
868+573,1441
408+175,583 
930-875,55  
749+166,915 
604-5  ,599 
54+16  ,70  
276-48 ,228 
885-162,723 
339+72 ,411 
950+97 ,1047
702+225,927 
780-629,151 
903+70 ,973 
812-397,415 
778-752,26  
653+76 ,729 
779+143,922 
910-657,253 
937+361,1298
568+354,922 
818+424,1242
566-317,249 
964+596,1560
454+439,893 
658-325,333 
749-515,234 
650+359,1009
391+279,670 
812+699,1511
527-480,47  
463-325,138 
616-186,430 
644+603,1247
536-104,432 
949+470,1419
872+412,1284
441-339,102 
423-340,83  
722-692,30  
606+603,1209
783+691,1474
985-559,426 
974+108,1082
933-57 ,876 
654-83 ,571 
315-175,140 
666-157,509 
583-72 ,511 
585+568,1153
438-366,72  
956-351,605 
783-601,182 
646+634,1280
415-91 ,324 
721+564,1285
455+137,592 
677-256,421 
930+404,1334
675+234,909 
975+164,1139
978-857,121 
851-812,39  
928-884,44  
432-360,72  
987+152,1139
721-565,156 
362-302,60  
897-714,183 
501+114,615 
665+496,1161
383-146,237 
684-30 ,654 
580-279,301 
197+177,374 
746+678,1424
500+336,836 
806+135,941 
995+291,1286
740-657,83  
922-276,646 
763+686,1449
672+190,862 
853+64 ,917 
669-240,429 
702-131,571 
700+690,1390
750+430,1180
629-93 ,536 
932+434,1366
286-223,63  
758+198,956 
640+451,1091
457-59 ,398 
923+58 ,981 
740-311,429 
782+447,1229
919+699,1618
649-339,310 
394-390,4   
612+14 ,626 
848-592,256 
442-34 ,408 
998-423,575 
430+187,617 
392+108,500 
292+212,504 
700-101,599 
928+357,1285
964+879,1843
948+312,1260
875-528,347 
856-95 ,761 
828-470,358 
538-276,262 
406+79 ,485 
478+330,808 
922+195,1117
160+47 ,207 
993+30 ,1023
852-328,524 
65-29  ,36  
710+430,1140
927-473,454 
635-515,120 
844-160,684 
312+195,507 
430+416,846 
924-578,346 
696-69 ,627 
680+67 ,747 
372+82 ,454 
932-625,307 
835-9  ,826 
692-64 ,628 
281-123,158 
205-56 ,149 
525-414,111 
767-521,246 
596+215,811 
536-452,84  
791-416,375 
629+486,1115
699+87 ,786 
984+903,1887
100+5  ,105 
734+288,1022
688-533,155 
315+190,505 
698-650,48  
229+185,414 
440-6  ,434 
693+159,852 
481+377,858 
955-854,101 
940-82 ,858 
837-597,240 
495-404,91  
859-454,405 
618-292,326 
593+301,894 
967-884,83  
585-61 ,524 
701-19 ,682 
490+111,601 
540-480,60  
445+163,608 
522-466,56  
557-52 ,505 
917-804,113 
726+277,1003
901+84 ,985 
287-273,14  
715+230,945 
605-139,466 
593+225,818 
471-252,219 
889+227,1116
576+206,782 
782+528,1310
863+568,1431
115+113,228 
650+570,1220
880-40 ,840 
728-140,588 
961-257,704 
709-330,379 
864+451,1315
439+1  ,440 
793-383,410 
509-264,245 
436+393,829 
747+475,1222
736+119,855 
786-71 ,715 
949-391,558 
883+544,1427
816+61 ,877 
928-549,379 
959+555,1514
777+64 ,841 
647+263,910 
408+277,685 
418+361,779 
892-203,689 
678-576,102 
618+415,1033
287-73 ,214 
635+562,1197
917-578,339 
862+549,1411
286+255,541 
477-230,247 
933-641,292 
812+29 ,841 
222-40 ,182 
760+226,986 
258+92 ,350 
870-582,288 
896+50 ,946 
346+128,474 
396-21 ,375 
879+200,1079
861+100,961 
989-628,361 
958-724,234 
459+19 ,478 
683+378,1061
248+38 ,286 
394+358,752 
773+122,895 
413+155,568 
520-24 ,496 
878+536,1414
847+395,1242
950+593,1543
165-84 ,81  
957-709,248 
580+235,815 
874-874,0   
379-3  ,376 
895-563,332 
545+168,713 
790+311,1101
963+759,1722
247-80 ,167 
734-31 ,703 
810-523,287 
549+288,837 
599+382,981 
865+288,1153
964+735,1699
866-753,113 
816-777,39  
516-239,277 
971-889,82  
928+892,1820
862+837,1699
452-392,60  
920-63 ,857 
468-307,161 
390-346,44  
615+449,1064
737-367,370 
981+7  ,988 
810-29 ,781 
925-736,189 
544-209,335 
678-416,262 
815-237,578 
831+347,1178
684+333,1017
52-17  ,35  
816+739,1555
305+99 ,404 
527+377,904 
786-116,670 
819-283,536 
917-836,81  
625-508,117 
860-771,89  
377+262,639 
700-560,140 
876+749,1625
567-35 ,532 
579-264,315 
812+581,1393
666-463,203 
671-315,356 
447+351,798 
741-412,329 
988+504,1492
998-277,721 
669+179,848 
824-715,109 
93-17  ,76  
979+522,1501
388+209,597 
731+242,973 
780-710,70  
377+140,517 
681+269,950 
683-192,491 
913+483,1396
343+317,660 
769+141,910 
892-733,159 
459+75 ,534 
890+171,1061
941-796,145 
959+292,1251
994+325,1319
899-120,779 
962-409,553 
968+191,1159
589-48 ,541 
308+159,467 
771-250,521 
860-569,291 
655+412,1067
758-234,524 
828+530,1358
805-645,160 
195+95 ,290 
875-495,380 
795+326,1121
533-486,47  
542-484,58  
581-168,413 
840+329,1169
951-432,519 
970-678,292 
447-134,313 
256-188,68  
388-270,118 
461+408,869 
546-60 ,486 
662+88 ,750 
941+269,1210
878+367,1245
905-447,458 
490+191,681 
959-579,380 
236+80 ,316 
641-453,188 
652+288,940 
990-574,416 
440+386,826 
543-194,349 
521+8  ,529 
978+319,1297
711-10 ,701 
664-151,513 
688-288,400 
309+3  ,312 
926-745,181 
940+280,1220
514+476,990 
993+924,1917
975-122,853 
675-512,163 
905-379,526 
730+228,958 
776+76 ,852 
313-86 ,227 
833-156,677 
709+145,854 
969-79 ,890 
520+441,961 
630+355,985 
491+260,751 
954+526,1480
768-567,201 
944-673,271 
850+421,1271
455+453,908 
867-735,132 
938-15 ,923 
763-71 ,692 
971-747,224 
754-26 ,728 
831-97 ,734 
861+398,1259
920-372,548 
683-161,522 
671-303,368 
926+140,1066
934+374,1308
918+148,1066
775-550,225 
962-551,411 
312+154,466 
955-887,68  
672+527,1199
631+177,808 
671-654,17  
755-356,399 
848-842,6   
870-570,300 
737+160,897 
797+631,1428
464-51 ,413 
396-343,53  
621-464,157 
964-903,61  
682+270,952 
675-668,7   
781-72 ,709 
741-222,519 
988-886,102 
809-614,195 
694-559,135 
562-14 ,548 
175+49 ,224 
202-181,21  
842-529,313 
581-465,116 
776-153,623 
333+289,622 
875+653,1528
804+638,1442
484+124,608 
756+633,1389
453+23 ,476 
306+174,480 
209-120,89  
782-401,381 
296-112,184 
961+297,1258
262+52 ,314 
872-513,359 
959+658,1617
404-156,248 
610-61 ,549 
590+506,1096
913-622,291 
708-297,411 
709-400,309 
736-604,132 
743+227,970 
871+602,1473
653+278,931 
877+373,1250
788-332,456 
875+11 ,886 
506-138,368 
35-23  ,12  
669+302,971 
757+420,1177
895-763,132 
577+465,1042
767+356,1123
688+207,895 
751-335,416 
983-515,468 
808+143,951 
834+146,980 
239+18 ,257 
443-408,35  
584+336,920 
258+246,504 
549+131,680 
740+54 ,794 
829-7  ,822 
446+307,753 
834-751,83  
168-118,50  
585+360,945 
632+66 ,698 
897-212,685 
681+673,1354
806+202,1008
982-450,532 
682-643,39  
958-903,55  
347+310,657 
920+725,1645
928-429,499 
833-78 ,755 
410+328,738 
218-12 ,206 
724+320,1044
684+205,889 
846+753,1599
989+764,1753
188-136,52  
775+601,1376
562+166,728 
444+83 ,527 
581+39 ,620 
691+365,1056
743-718,25  
806-728,78  
873-575,298 
659+231,890 
815-672,143 
972-63 ,909 
665+140,805 
757+115,872 
319+287,606 
905-53 ,852 
334-112,222 
731+708,1439
244+67 ,311 
998-830,168 
880+579,1459
215-107,108 
411+69 ,480 
522+473,995 
611+443,1054
75+25  ,100 
788-687,101 
930+472,1402
660-64 ,596 
838-188,650 
792+405,1197
879-108,771 
777+311,1088
625+398,1023
572-362,210 
569+446,1015
781+532,1313
758+673,1431
601-542,59  
662+445,1107
950+864,1814
392-119,273 
863-228,635 
560+43 ,603 
471+139,610 
711-291,420 
440+279,719 
785+698,1483
894+400,1294
583-582,1   
749+238,987 
211+36 ,247 
611+446,1057
476-366,110 
877-512,365 
803+610,1413
718+482,1200
785+451,1236
411-19 ,392 
438+348,786 
645+515,1160
690-135,555 
673+261,934 
786-105,681 
527-397,130 
678+144,822 
836-639,197 
830+425,1255
966+427,1393
956-689,267 
611+338,949 
975-575,400 
610+154,764 
844+642,1486
933+897,1830
980+837,1817
686-238,448 
524-175,349 
681-44 ,637 
515-405,110 
875-669,206 
572-470,102 
213+52 ,265 
661-646,15  
611+450,1061
983+701,1684
650+20 ,670 
818+558,1376
845-122,723 
861-401,460 
681+565,1246
648-163,485 
700-91 ,609 
866+826,1692
222+131,353 
618-414,204 
733-35 ,698 
190+151,341 
730+199,929 
660-467,193 
882-3  ,879 
944+678,1622
878-629,249 
969+126,1095
578-572,6   
269+254,523 
699+321,1020
685-134,551 
953-947,6   
540-90 ,450 
977-724,253 
968-110,858 
796-207,589 
931+243,1174
669-247,422 
880+332,1212
429-58 ,371 
683+102,785 
882-853,29  
673+311,984 
270-95 ,175 
301+282,583 
257-82 ,175 
738+652,1390
352-270,82  
392+322,714 
673-310,363 
603-123,480 
710-372,338 
857+682,1539
683-605,78  
562+162,724 
539-442,97  
676+337,1013
757-275,482 
661+4  ,665 
977-238,739 
529-268,261 
440-0  ,440 
998-126,872 
438-320,118 
925-261,664 
956+273,1229
959-563,396 
637+145,782 
603-23 ,580 
839-506,333 
975-511,464 
550+318,868 
985-67 ,918 
993+468,1461
687+611,1298
971-399,572 
727-650,77  
830+719,1549
997+775,1772
924+632,1556
963-233,730 
753-116,637 
409+393,802 
815-14 ,801 
741-18 ,723 
669-544,125 
987-352,635 
629+182,811 
965+372,1337
450-122,328 
738+589,1327
963+437,1400
870+372,1242
707+74 ,781 
933-100,833 
488+156,644 
744-511,233 
961-19 ,942 
845-22 ,823 
708+227,935 
904+381,1285
316+21 ,337 
335+131,466 
725+586,1311
764-407,357 
381+371,752 
679+490,1169
354+216,570 
956-84 ,872 
347+328,675 
902-429,473 
672-555,117 
966-459,507 
662+628,1290
411+290,701 
691+460,1151
751+236,987 
671+37 ,708 
786-532,254 
646+515,1161
571+176,747 
563+147,710 
489-398,91  
491+268,759 
697+63 ,760 
814-618,196 
989+743,1732
897+510,1407
636-158,478 
826-359,467 
15-7   ,8   
299+60 ,359 
513-368,145 
780+370,1150
938+763,1701
758+362,1120
198-193,5   
600+328,928 
525+312,837 
849+562,1411
206+120,326 
870-499,371 
513-253,260 
399+228,627 
864+108,972 
494-186,308 
244-217,27  
617+0  ,617 
907+766,1673
551-114,437 
598-221,377 
335-150,185 
660+599,1259
654-23 ,631 
969+946,1915
637-549,88  
459-444,15  
724-287,437 
888+831,1719
386-122,264 
775-524,251 
883+266,1149
754-637,117 
576-259,317 
831+40 ,871 
813+394,1207
937+138,1075
875-507,368 
557+349,906 
906+888,1794
319+225,544 
468-387,81  
668-284,384 
973-394,579 
264+101,365 
543+199,742 
927+153,1080
538-70 ,468 
794-752,42  
863-802,61  
981+338,1319
961+891,1852
612-239,373 
976-254,722 
765+697,1462
724-118,606 
516+161,677 
661+331,992 
705+525,1230
408+399,807 
899+413,1312
996-86 ,910 
610+123,733 
596+546,1142
803+445,1248
731+607,1338
502+341,843 
454+5  ,459 
552+414,966 
859-557,302 
584-505,79  
938-784,154 
583+362,945 
519-433,86  
565+262,827 
860-489,371 
535+214,749 
463-8  ,455 
611+106,717 
794+103,897 
415-364,51  
423-259,164 
852+635,1487
539-316,223 
798-576,222 
289-167,122 
562+453,1015
871-327,544 
406+300,706 
969+726,1695
934-556,378 
970+310,1280
784+524,1308
550-92 ,458 
715+550,1265
840+513,1353
816+325,1141
610+445,1055
988+769,1757
435+301,736 
772-331,441 
884-29 ,855 
781-671,110 
688-531,157 
739+38 ,777 
747-271,476 
806+130,936 
617-185,432 
394+289,683 
925+377,1302
232-38 ,194 
781+208,989 
831-503,328 
994+172,1166
451-29 ,422 
779+551,1330
148-145,3   
879+294,1173
631-75 ,556 
772+677,1449
796-21 ,775 
488+183,671 
939+353,1292
488+99 ,587 
865+435,1300
444+440,884 
397-288,109 
665+530,1195
911+108,1019
665-102,563 
235-211,24  
750-605,145 
970+305,1275
652+599,1251
757+565,1322
950+639,1589
796+636,1432
973+594,1567
117-42 ,75  
512+164,676 
749+54 ,803 
208-74 ,134 
421+161,582 
656-129,527 
608-175,433 
714+413,1127
757+354,1111
847+654,1501
887+791,1678
467-127,340 
897+167,1064
550-538,12  
973-215,758 
903+360,1263
710+549,1259
961+315,1276
991+104,1095
822+719,1541
478+172,650 
604-89 ,515 
456-198,258 
560-222,338 
824+286,1110
788+219,1007
895-410,485 
661+377,1038
909-205,704 
952+865,1817
447-107,340 
933-602,331 
371+129,500 
721+679,1400
681-367,314 
959-787,172 
824+259,1083
735+91 ,826 
482+24 ,506 
770-329,441 
339-67 ,272 
820+247,1067
753-28 ,725 
401-330,71  
627-29 ,598 
987-424,563 
805-408,397 
817-46 ,771 
197-21 ,176 
684+386,1070
561+371,932 
364+15 ,379 
819-492,327 
842-43 ,799 
957+178,1135
722+195,917 
786-97 ,689 
690+642,1332
884-223,661 
763-581,182 
840+671,1511
868+368,1236
929+194,1123
829+537,1366
743-555,188 
581-377,204 
663+100,763 
135+66 ,201 
751-4  ,747 
748+192,940 
731-351,380 
864+261,1125
453+398,851 
845-355,490 
723+650,1373
947+96 ,1043
64+61  ,125 
782-94 ,688 
815-103,712 
867-337,530 
693-595,98  
813-109,704 
856-666,190 
983-585,398 
396-323,73  
804+736,1540
727+418,1145
407+291,698 
561+358,919 
282-192,90  
923+101,1024
399+310,709 
266+112,378 
735-147,588 
330-13 ,317 
879+331,1210
773+50 ,823 
321+286,607 
772+218,990 
944-213,731 
955-62 ,893 
488+413,901 
911+383,1294
518-424,94  
723+122,845 
893-17 ,876 
931+786,1717
544-440,104 
962+685,1647
630+624,1254
799+304,1103
623-48 ,575 
368+183,551 
759-646,113 
914-871,43  
960-776,184 
986+257,1243
954-712,242 
976-806,170 
779-711,68  
929-442,487 
771-677,94  
921+273,1194
828+651,1479
335+250,585 
608-542,66  
503-25 ,478 
470+116,586 
787+27 ,814 
316-108,208 
840-256,584 
985+216,1201
622+474,1096
570+66 ,636 
413+127,540 
599+11 ,610 
704+153,857 
950-202,748 
706+162,868 
743+41 ,784 
929-232,697 
522+486,1008
891+144,1035
981-769,212 
380+25 ,405 
681+30 ,711 
170+39 ,209 
941-570,371 
899+435,1334
864+109,973 
715+123,838 
703+96 ,799 
749+662,1411
327-252,75  
788+723,1511
366+55 ,421 
963-149,814 
832-342,490 
200-51 ,149 
646+606,1252
908+264,1172
428+153,581 
934+638,1572
961+742,1703
987-548,439 
623-172,451 
805-449,356 
832+446,1278
541-87 ,454 
579+455,1034
533-1  ,532 
475-97 ,378 
323-161,162 
832+8  ,840 
532-217,315 
358+168,526 
896-608,288 
588+401,989 
732+74 ,806 
908+830,1738
728+153,881 
703-95 ,608 
858-119,739 
