Formula,Answer
276-240,36  
342+43 ,385 
901+452,1353
778+743,1521
247+239,486 
440+408,848 
812-255,557 
785-56 ,729 
563+274,837 
761+748,1509
494+139,633 
714+644,1358
937-381,556 
937+654,1591
389-383,6   
446-183,263 
700+39 ,739 
739-341,398 
818-41 ,777 
910+858,1768
717-548,169 
950-381,569 
449+268,717 
945-870,75  
722+565,1287
980-286,694 
572+9  ,581 
543-188,355 
318+159,477 
959-472,487 
529-351,178 
134+73 ,207 
939+278,1217
945+137,1082
920+6  ,926 
636-373,263 
195+2  ,197 
656+389,1045
849+452,1301
769-194,575 
620+515,1135
581-167,414 
897+144,1041
992+524,1516
879+538,1417
687+480,1167
981+634,1615
871-123,748 
629+620,1249
780+496,1276
655-363,292 
750+276,1026
323+287,610 
372+167,539 
741+329,1070
412-156,256 
662+280,942 
193-35 ,158 
383-20 ,363 
954-812,142 
706+125,831 
701+111,812 
734-584,150 
334-18 ,316 
310-55 ,255 
473-421,52  
514-33 ,481 
979+66 ,1045
838-312,526 
322-43 ,279 
843-513,330 
821-71 ,750 
839+347,1186
608-303,305 
295+49 ,344 
557-154,403 
415+238,653 
764+610,1374
744-649,95  
449+90 ,539 
296-12 ,284 
629-610,19  
962+725,1687
974+580,1554
592+497,1089
874-749,125 
686-36 ,650 
650+524,1174
763+400,1163
388-356,32  
891-811,80  
630-199,431 
278+108,386 
863-57 ,806 
298+40 ,338 
671+396,1067
834-543,291 
493+318,811 
180-159,21  
893+556,1449
913+66 ,979 
222+129,351 
851+711,1562
219+171,390 
700+597,1297
116+64 ,180 
967-287,680 
600+134,734 
865-180,685 
544-221,323 
959-642,317 
119+35 ,154 
823-692,131 
925-593,332 
671+446,1117
378-106,272 
608-287,321 
616+615,1231
852+513,1365
755-259,496 
839-358,481 
997-556,441 
114-22 ,92  
940-223,717 
658-536,122 
728+110,838 
351+119,470 
675+358,1033
402+249,651 
341+17 ,358 
935+505,1440
613+250,863 
823+582,1405
919+835,1754
77+63  ,140 
622-320,302 
793-439,354 
430+52 ,482 
809-398,411 
495+169,664 
442-241,201 
749+152,901 
520-396,124 
353-26 ,327 
425-240,185 
437+241,678 
846+180,1026
915-459,456 
222-72 ,150 
891-816,75  
761+486,1247
44+25  ,69  
984+798,1782
405+176,581 
834+207,1041
563+540,1103
810-384,426 
176+20 ,196 
810+762,1572
546-112,434 
616-274,342 
979+574,1553
737-289,448 
481+69 ,550 
758+276,1034
716+642,1358
525-311,214 
966+368,1334
769+442,1211
710+487,1197
964+464,1428
480+259,739 
848-172,676 
305+151,456 
686+221,907 
905-771,134 
639+417,1056
757+666,1423
435+82 ,517 
454+443,897 
546+358,904 
313-191,122 
330-298,32  
846-205,641 
496+334,830 
731+105,836 
106-94 ,12  
305+193,498 
934+900,1834
268+15 ,283 
776-258,518 
517+230,747 
117+69 ,186 
141+43 ,184 
764+620,1384
468+211,679 
321-304,17  
901+161,1062
700-322,378 
853-33 ,820 
666-0  ,666 
762+327,1089
962+703,1665
158-36 ,122 
204-124,80  
955-568,387 
369+30 ,399 
601-265,336 
496+37 ,533 
324+303,627 
583-446,137 
610-96 ,514 
459+57 ,516 
388-378,10  
500-344,156 
892-524,368 
510+384,894 
93-73  ,20  
218-174,44  
565-360,205 
377+9  ,386 
958-39 ,919 
777+540,1317
583-458,125 
814+529,1343
493-238,255 
429+15 ,444 
583+458,1041
221+101,322 
869+201,1070
252-218,34  
850+350,1200
933-118,815 
422-220,202 
926+473,1399
668-419,249 
696-311,385 
984-962,22  
851-732,119 
536-106,430 
689+204,893 
581-247,334 
688+207,895 
224-129,95  
891-101,790 
159-152,7   
885-418,467 
775+667,1442
380-235,145 
681-144,537 
856-689,167 
573-38 ,535 
567-437,130 
353-338,15  
960+122,1082
933-128,805 
923-145,778 
901+528,1429
671+192,863 
981+129,1110
589-377,212 
849+714,1563
165+92 ,257 
841-738,103 
594+209,803 
963+497,1460
774-86 ,688 
873-334,539 
182-124,58  
598-419,179 
843+208,1051
401-172,229 
833-354,479 
329-141,188 
442+26 ,468 
698-322,376 
583+150,733 
827-688,139 
624-9  ,615 
538+467,1005
790+99 ,889 
555+554,1109
512-336,176 
809-167,642 
918+867,1785
702+503,1205
255-138,117 
599+549,1148
448+189,637 
102+79 ,181 
234-8  ,226 
739-375,364 
983+197,1180
868+143,1011
990+246,1236
474-152,322 
754-560,194 
698+545,1243
236-86 ,150 
748+171,919 
681+54 ,735 
477+36 ,513 
986-227,759 
867-733,134 
455-300,155 
683-360,323 
510-488,22  
853-363,490 
367-28 ,339 
692+28 ,720 
485+453,938 
369+38 ,407 
930+116,1046
358+232,590 
578+48 ,626 
439+104,543 
819-391,428 
512+177,689 
546+430,976 
971+2  ,973 
386+302,688 
938-280,658 
635-520,115 
556-314,242 
675+660,1335
543+353,896 
552-97 ,455 
739-151,588 
830+370,1200
787+697,1484
512+306,818 
567-137,430 
978+421,1399
480-471,9   
664-407,257 
552-153,399 
670+210,880 
482+389,871 
739-363,376 
237+207,444 
579+131,710 
227-5  ,222 
805+672,1477
811-535,276 
250+248,498 
687-366,321 
800+431,1231
834+741,1575
321-56 ,265 
932+667,1599
276+253,529 
858+529,1387
378-182,196 
715-38 ,677 
815-554,261 
413+323,736 
830+650,1480
809+362,1171
687+134,821 
337-152,185 
53-3   ,50  
610-435,175 
931+526,1457
838+31 ,869 
714+377,1091
544+131,675 
791-781,10  
990-358,632 
972+790,1762
982+198,1180
778-286,492 
493-465,28  
789+345,1134
714+627,1341
929+137,1066
399+68 ,467 
791-40 ,751 
801+673,1474
590-26 ,564 
434-70 ,364 
657-249,408 
492-470,22  
643+293,936 
823+681,1504
969-704,265 
719+608,1327
426+137,563 
497+231,728 
511-290,221 
630-246,384 
952+922,1874
985-676,309 
817-119,698 
935+477,1412
870-655,215 
682+113,795 
430+347,777 
632+237,869 
834+172,1006
369+124,493 
998+763,1761
435+387,822 
643+117,760 
832+597,1429
508-385,123 
262+70 ,332 
656+279,935 
566+111,677 
675-519,156 
307+101,408 
204+200,404 
832-601,231 
592+381,973 
510-225,285 
932+774,1706
488+435,923 
466+451,917 
355+345,700 
969+238,1207
764+387,1151
842-351,491 
826-55 ,771 
500+463,963 
773-324,449 
539-211,328 
372+181,553 
401-47 ,354 
371-268,103 
520-485,35  
748-625,123 
457+126,583 
964-421,543 
990+802,1792
634-120,514 
905-735,170 
476-213,263 
837-160,677 
759+752,1511
844-0  ,844 
278+57 ,335 
917+108,1025
997-740,257 
520-173,347 
596+86 ,682 
550-38 ,512 
811-745,66  
363-308,55  
101-47 ,54  
179+133,312 
906-406,500 
500-111,389 
647-382,265 
928+507,1435
674+132,806 
300-236,64  
968+95 ,1063
352-267,85  
711-491,220 
955+717,1672
942-653,289 
203+69 ,272 
361-145,216 
951+395,1346
898+542,1440
814+271,1085
881-825,56  
961+739,1700
944+642,1586
438+378,816 
661-175,486 
818-715,103 
712+626,1338
650+377,1027
460-92 ,368 
761-558,203 
433+262,695 
589+508,1097
963-449,514 
275-64 ,211 
791+601,1392
912+23 ,935 
749-578,171 
980-925,55  
558-303,255 
920-545,375 
971-198,773 
183+66 ,249 
726+96 ,822 
499-150,349 
872+46 ,918 
722-179,543 
953-169,784 
280+215,495 
652+584,1236
429-124,305 
600-239,361 
657+215,872 
958-81 ,877 
371-297,74  
888+253,1141
936+793,1729
709+364,1073
641+247,888 
991-641,350 
917-510,407 
880+683,1563
953+930,1883
555-91 ,464 
908+889,1797
883-877,6   
992-888,104 
786+732,1518
692+685,1377
756+650,1406
933-626,307 
98+77  ,175 
738-51 ,687 
669+184,853 
589+480,1069
877-189,688 
936+452,1388
768-572,196 
969+60 ,1029
612-580,32  
779+194,973 
180-175,5   
445-9  ,436 
528+282,810 
875-313,562 
425-307,118 
191-1  ,190 
483-347,136 
783-142,641 
298-98 ,200 
930+900,1830
994-535,459 
245-6  ,239 
811-502,309 
570-379,191 
646+250,896 
704-163,541 
605-515,90  
842+327,1169
964-636,328 
461+305,766 
646-326,320 
190-8  ,182 
737-395,342 
767-321,446 
650-21 ,629 
538-58 ,480 
872-582,290 
625-428,197 
823-756,67  
691-557,134 
788-626,162 
210-143,67  
949-616,333 
653+266,919 
410-168,242 
830+100,930 
831+464,1295
335+230,565 
414-409,5   
425+56 ,481 
487+116,603 
808-34 ,774 
760+121,881 
783-17 ,766 
890-876,14  
497+170,667 
705-176,529 
275+272,547 
419-90 ,329 
205+12 ,217 
488+449,937 
883-829,54  
775-156,619 
641-481,160 
440-113,327 
780+765,1545
917+798,1715
890-488,402 
395-74 ,321 
730-511,219 
307-266,41  
511-255,256 
815+619,1434
791-230,561 
657+508,1165
861-738,123 
852-32 ,820 
882+571,1453
855-508,347 
192-69 ,123 
636-504,132 
993-288,705 
676+517,1193
556-347,209 
800+11 ,811 
842-606,236 
981-845,136 
722-533,189 
423+282,705 
997+269,1266
869-29 ,840 
796-579,217 
547+292,839 
973-33 ,940 
855+455,1310
292-32 ,260 
198-151,47  
731-640,91  
781-520,261 
710-227,483 
588+578,1166
592+325,917 
783-88 ,695 
799+448,1247
741+272,1013
793-14 ,779 
629-194,435 
989-492,497 
645+43 ,688 
789+255,1044
872+110,982 
781+351,1132
608-343,265 
301-165,136 
879+572,1451
340+217,557 
293-234,59  
344+333,677 
671+77 ,748 
857-185,672 
239+227,466 
534-516,18  
705-361,344 
983-426,557 
909+818,1727
363+68 ,431 
791+263,1054
755-340,415 
981+435,1416
513-153,360 
660+117,777 
277+222,499 
857+245,1102
918-597,321 
926-15 ,911 
533-501,32  
591-587,4   
326+246,572 
343-296,47  
738+418,1156
792+77 ,869 
583-157,426 
853+152,1005
656-407,249 
837+221,1058
919-117,802 
370+201,571 
828-422,406 
830+530,1360
875+814,1689
783+752,1535
756-504,252 
689-344,345 
921+545,1466
532-248,284 
710+310,1020
166-57 ,109 
909-118,791 
811-324,487 
968+627,1595
537-22 ,515 
561-366,195 
488-468,20  
991-686,305 
826-234,592 
400+46 ,446 
826+509,1335
257-255,2   
995-375,620 
901-711,190 
563-383,180 
855+437,1292
560+441,1001
633+431,1064
855-168,687 
738-479,259 
986+942,1928
561-411,150 
638-323,315 
523-316,207 
808+226,1034
620-418,202 
847+194,1041
882-552,330 
940+70 ,1010
963+24 ,987 
885-711,174 
374+96 ,470 
812-729,83  
740-3  ,737 
645+28 ,673 
676+404,1080
480+445,925 
167-104,63  
959-325,634 
995-639,356 
306+12 ,318 
932-192,740 
557-273,284 
129-68 ,61  
380-358,22  
735+515,1250
781-93 ,688 
540+376,916 
637-281,356 
354+92 ,446 
834+65 ,899 
973-206,767 
404-386,18  
319+267,586 
706+271,977 
928+24 ,952 
833-152,681 
621+77 ,698 
378-195,183 
346-304,42  
670+325,995 
795-21 ,774 
972-785,187 
691-335,356 
640+437,1077
486-148,338 
608+4  ,612 
992+446,1438
977+258,1235
705-428,277 
916-594,322 
815-680,135 
329+323,652 
593+410,1003
711-630,81  
361-246,115 
556-324,232 
500+190,690 
407+163,570 
721+205,926 
998+238,1236
257+135,392 
874-279,595 
511+467,978 
715-500,215 
825-373,452 
619-481,138 
489-367,122 
946+477,1423
367+365,732 
996+127,1123
500-432,68  
858+57 ,915 
985+133,1118
437-149,288 
979+685,1664
980-83 ,897 
915-780,135 
695-241,454 
642-339,303 
341-162,179 
891+539,1430
868+218,1086
828+621,1449
996+227,1223
662-294,368 
921+575,1496
484-127,357 
666-575,91  
992-990,2   
883+188,1071
652+527,1179
593-171,422 
736-582,154 
757-325,432 
416-243,173 
179+36 ,215 
630-399,231 
88+13  ,101 
901+778,1679
795+474,1269
799+243,1042
952-930,22  
588-165,423 
475-324,151 
284-254,30  
376+291,667 
946-228,718 
