Formula,Answer
91122-90545,577   
54539+46962,101501
63428-45245,18183 
17679-5753 ,11926 
71998+134  ,72132 
5190+3086  ,8276  
23202-6821 ,16381 
60113+3356 ,63469 
42116+6637 ,48753 
22625-11327,11298 
52197+12405,64602 
86907-42442,44465 
69000-50855,18145 
88514-50695,37819 
77027-74307,2720  
51202+16060,67262 
98101+42904,141005
78729+18258,96987 
67008+275  ,67283 
88937-54505,34432 
83324+64170,147494
30832-10032,20800 
23043-6158 ,16885 
61250+36444,97694 
90246-53867,36379 
89029+72700,161729
81807+40655,122462
35367-25746,9621  
71981-45329,26652 
91516+79407,170923
44602-43232,1370  
85404-3883 ,81521 
78212+54316,132528
91396-68492,22904 
29834-29430,404   
40876+10480,51356 
48125-44252,3873  
97695-17761,79934 
79109-39865,39244 
79080+25162,104242
40106-19999,20107 
57865-23232,34633 
85361-48991,36370 
83427-21277,62150 
89283+22416,111699
13950+13023,26973 
93227-38194,55033 
74524-43142,31382 
99268-70164,29104 
16155+4134 ,20289 
83603-74675,8928  
77997-74117,3880  
97625-30735,66890 
31450+2949 ,34399 
65734+31495,97229 
31315+27387,58702 
51240-25153,26087 
94993+49008,144001
64934+26832,91766 
99964-40860,59104 
17945+641  ,18586 
73289-69145,4144  
88476-77481,10995 
62954-58254,4700  
44401+2002 ,46403 
96205+68869,165074
89888-80533,9355  
58997-18263,40734 
93071+61155,154226
88147+52384,140531
56606+15237,71843 
92613+29   ,92642 
84605+17701,102306
98853-22314,76539 
45764-30144,15620 
82536+18495,101031
81747-74805,6942  
97111-42497,54614 
61174-22756,38418 
85531-1845 ,83686 
78191+12278,90469 
39534-37221,2313  
35170+1022 ,36192 
78305+34734,113039
91032-42976,48056 
46290+44183,90473 
85652-38810,46842 
72974-21787,51187 
92625-55332,37293 
47034+11167,58201 
18390-13170,5220  
46676+18228,64904 
60980+51406,112386
28530+10566,39096 
52291-43057,9234  
61837-52023,9814  
65590+62195,127785
95602-37812,57790 
62301+41642,103943
49142-29064,20078 
85083+72787,157870
32854-12832,20022 
76289+34981,111270
90240-88403,1837  
90344+10454,100798
88992+10703,99695 
93268-24971,68297 
88394-29138,59256 
32304+16644,48948 
89334-81515,7819  
75269+53629,128898
88424+53381,141805
57143+35411,92554 
78794-13570,65224 
92340+37163,129503
58401-46687,11714 
30798+3877 ,34675 
54751+51162,105913
53818-11565,42253 
95460-76290,19170 
75411+43321,118732
95040-71512,23528 
98128+50691,148819
70352+29414,99766 
66851-28831,38020 
95504+68524,164028
97230-37316,59914 
78611-33605,45006 
97727+25154,122881
91642-33990,57652 
65455+25787,91242 
9989-9666  ,323   
35076-7272 ,27804 
89423-32446,56977 
76010-72281,3729  
77868+48767,126635
49888-49472,416   
14893+8316 ,23209 
83198-60760,22438 
97842-6440 ,91402 
84773+41939,126712
75166-56256,18910 
21572+9015 ,30587 
99625-45172,54453 
95823+34882,130705
78451+31402,109853
32386-21927,10459 
62083-11748,50335 
39472-6270 ,33202 
50131+10166,60297 
93232-2523 ,90709 
71819-54336,17483 
67318+2486 ,69804 
59603+20570,80173 
93609-61671,31938 
95848-84959,10889 
90138-74204,15934 
80563+14941,95504 
76899-64403,12496 
64583-9728 ,54855 
77046+72301,149347
74198-72571,1627  
57717+10375,68092 
78339-17753,60586 
56924-28703,28221 
91783+47365,139148
48360+27298,75658 
84323-49079,35244 
97698-38685,59013 
46296-28477,17819 
86126+66160,152286
59960+50730,110690
93250+77219,170469
66979-28429,38550 
51106+21869,72975 
94371-51572,42799 
89735-23841,65894 
80220+8164 ,88384 
85974+52857,138831
88547-72294,16253 
64368+13985,78353 
91508+29027,120535
67400+41597,108997
57983+55545,113528
64592-982  ,63610 
97434-44934,52500 
36567+32752,69319 
84072-78635,5437  
65785-4635 ,61150 
98472+57683,156155
79347-11585,67762 
89250+27528,116778
91518-62496,29022 
29417+16475,45892 
81530+58734,140264
82370-82053,317   
45608+624  ,46232 
84360+72873,157233
50150+4661 ,54811 
44917-35959,8958  
68000+52528,120528
52428+45516,97944 
57998-55837,2161  
45277-18146,27131 
20137+13234,33371 
76962-72864,4098  
53217+27410,80627 
36142-13704,22438 
87962-54141,33821 
84984+68317,153301
47107-43806,3301  
51199+21249,72448 
53431+35693,89124 
89333+11515,100848
98630+50188,148818
97779+3937 ,101716
90499+77103,167602
69804+64230,134034
42077+38078,80155 
79765-3640 ,76125 
67619+17109,84728 
82024-32211,49813 
94953+326  ,95279 
72155-60133,12022 
77146+49327,126473
98611+78395,177006
44159-34613,9546  
79684+38783,118467
21644-19588,2056  
39713+25243,64956 
54545+34851,89396 
78928-34530,44398 
57463-35121,22342 
77414+49714,127128
88574-57633,30941 
43859-12455,31404 
76803+66579,143382
55807+24809,80616 
88825+83507,172332
95497+92375,187872
28960+7901 ,36861 
86257+5358 ,91615 
77670+18175,95845 
51164+47569,98733 
38705+7165 ,45870 
60264-8414 ,51850 
80196+9045 ,89241 
35073-21759,13314 
58042-23154,34888 
72409-30915,41494 
97432-74873,22559 
80791-13836,66955 
28923+24115,53038 
91248-32019,59229 
70235-47031,23204 
93962-70892,23070 
85331-4945 ,80386 
34742-9684 ,25058 
82471-63910,18561 
56047+44906,100953
97146+89772,186918
58259-4605 ,53654 
43102-3280 ,39822 
32366+10043,42409 
18574-1353 ,17221 
73264-8916 ,64348 
57033-43341,13692 
53889+47344,101233
36004-11294,24710 
37802+15438,53240 
70566+12149,82715 
92411-87473,4938  
61586+53257,114843
98284-46942,51342 
28716-23255,5461  
99711+96849,196560
55810+19747,75557 
40646+10337,50983 
82792-23720,59072 
95651+46   ,95697 
94287-24597,69690 
79105+74354,153459
65304+7449 ,72753 
15026-4006 ,11020 
34411-13623,20788 
97561-92810,4751  
24388-13987,10401 
29619-13626,15993 
26647+6742 ,33389 
30895-15270,15625 
49371+26915,76286 
57192-4483 ,52709 
76261-11807,64454 
56830-47859,8971  
80817-12485,68332 
43669-5828 ,37841 
80363+61493,141856
86805+2894 ,89699 
80707-38053,42654 
47950+15121,63071 
33386+23997,57383 
89726+36159,125885
79858+57042,136900
66726-62578,4148  
70034-68633,1401  
80371+43000,123371
77548-12370,65178 
73864-52280,21584 
70238+69389,139627
83220+11113,94333 
81197-26236,54961 
73450-42007,31443 
85914-58307,27607 
51895-2302 ,49593 
23109-17104,6005  
41177-11804,29373 
59469-37298,22171 
40112+20991,61103 
91862+31442,123304
78610-62685,15925 
76383-10017,66366 
47493+6657 ,54150 
90083-75172,14911 
67260+56006,123266
54771-31327,23444 
70014+3624 ,73638 
55667-8544 ,47123 
99518+39924,139442
88770-21962,66808 
20354+7986 ,28340 
10787-853  ,9934  
34502-18124,16378 
96710+56525,153235
64811+42216,107027
88736-16075,72661 
75820+22001,97821 
91232-30928,60304 
79222+742  ,79964 
72190+46106,118296
47140-27693,19447 
60660+52840,113500
90534+83347,173881
89847-68441,21406 
98991+34981,133972
85444-32669,52775 
58851+35639,94490 
79291+37306,116597
93700+79423,173123
79960+47466,127426
86740+27810,114550
86317-27577,58740 
59483-14469,45014 
98599+22803,121402
89282-74538,14744 
31058+2202 ,33260 
90739-27149,63590 
70515-12452,58063 
85077+31564,116641
34487+10522,45009 
68201-49082,19119 
90450+25734,116184
24256-11189,13067 
99098-74319,24779 
85893-57149,28744 
96526-87058,9468  
32462-30184,2278  
50136-38869,11267 
90143-31333,58810 
82327+6563 ,88890 
66533-37244,29289 
32871-2132 ,30739 
38140-7688 ,30452 
78355+6661 ,85016 
42980-5762 ,37218 
97961-43567,54394 
82423-81039,1384  
50729-6128 ,44601 
53089-32827,20262 
43348+23930,67278 
80914-64877,16037 
32174+29710,61884 
53746-7693 ,46053 
97455+32247,129702
99231-22222,77009 
94060-77856,16204 
91692-47354,44338 
17173+1798 ,18971 
99409+28053,127462
65634-28092,37542 
74405-26224,48181 
22988+13330,36318 
97525+84839,182364
83194-68222,14972 
22525+11805,34330 
69399-19019,50380 
87018+77301,164319
37171-27216,9955  
81947-9984 ,71963 
57866+17392,75258 
47082-40604,6478  
99390-94220,5170  
43900+3805 ,47705 
41292-4120 ,37172 
44506+10715,55221 
70996+63515,134511
79709+63144,142853
95494-52738,42756 
87130+59294,146424
69252+27791,97043 
77915-34815,43100 
99885-24994,74891 
86668+75647,162315
67320-29151,38169 
37041+29998,67039 
89942-69950,19992 
27360+14988,42348 
87801+86065,173866
68857+18088,86945 
42314+35315,77629 
87547+72246,159793
95423+18345,113768
60452-10419,50033 
71543+59993,131536
93400+88086,181486
94056-87573,6483  
93641-57128,36513 
61968-49518,12450 
90114+22671,112785
91204-5027 ,86177 
87600+41291,128891
80656-51024,29632 
92102-50568,41534 
52681-45559,7122  
75093-49599,25494 
80818+31484,112302
17569+8363 ,25932 
84636+54499,139135
92992+51858,144850
70118+6328 ,76446 
72031-52559,19472 
92886-91834,1052  
68920+21858,90778 
80974-55611,25363 
82266-68791,13475 
28903+11117,40020 
80233-46565,33668 
96510-81706,14804 
90034+60558,150592
76147-75056,1091  
57713+36295,94008 
31342+30533,61875 
94506-91417,3089  
84788+18951,103739
45069+28478,73547 
90788-9903 ,80885 
41435-40266,1169  
41398-36858,4540  
31713-28667,3046  
93494-6444 ,87050 
94027-24402,69625 
71805+41382,113187
13563+4996 ,18559 
96171-60679,35492 
99777-32334,67443 
42117-33614,8503  
15947+7714 ,23661 
8730-671   ,8059  
72546+16264,88810 
55241-25950,29291 
58670-54943,3727  
52745-16128,36617 
85018+3175 ,88193 
42645-34604,8041  
76599+23453,100052
99626-57923,41703 
64955+50402,115357
71799-12648,59151 
95995-55047,40948 
24872+14410,39282 
32669-9090 ,23579 
85308-77568,7740  
40418+34665,75083 
72524+22136,94660 
99280+36681,135961
76526-53368,23158 
63488+29423,92911 
96745+6043 ,102788
74422-37790,36632 
90815+63236,154051
82942-66028,16914 
87426+76947,164373
83688+40462,124150
69542-13901,55641 
75255+39615,114870
85991-70976,15015 
77390+55115,132505
44407-2724 ,41683 
50473-10044,40429 
37703+13915,51618 
24210-18542,5668  
64861-8882 ,55979 
85863+8695 ,94558 
90583-39284,51299 
10813+1955 ,12768 
98026+91763,189789
67166-44708,22458 
58775+23569,82344 
83926+23432,107358
77649-29075,48574 
96548+26765,123313
34333+31215,65548 
82748+76402,159150
45187-41584,3603  
31785-19589,12196 
75241+69285,144526
95540-90288,5252  
27597+4437 ,32034 
37632-22932,14700 
53384+26272,79656 
91022+49313,140335
76875-47412,29463 
47848-15232,32616 
32029+23857,55886 
21982-905  ,21077 
22647+17434,40081 
74514+32228,106742
42852-10155,32697 
32983-6207 ,26776 
76367+19719,96086 
96300+35848,132148
48064-4796 ,43268 
39097-14305,24792 
96489-71870,24619 
35285+34945,70230 
90862+75943,166805
71225-23109,48116 
13156+7759 ,20915 
77365-63540,13825 
54024+43880,97904 
81856-62419,19437 
65464-16139,49325 
82942+72163,155105
81373+3503 ,84876 
45340-3462 ,41878 
19592-15104,4488  
67883-49667,18216 
34426-17129,17297 
29867+15754,45621 
83401-29525,53876 
69818+5475 ,75293 
35552-25288,10264 
87359-21291,66068 
94499+58261,152760
8762+5970  ,14732 
86463-31502,54961 
68480-32271,36209 
87125-15178,71947 
75295+72109,147404
72982-25710,47272 
45351-34599,10752 
68790+44105,112895
96385-42103,54282 
94304-67710,26594 
78078-18980,59098 
57308-21420,35888 
97238+25794,123032
29609-7211 ,22398 
82433+11325,93758 
88969+33468,122437
25994+24225,50219 
99259+11904,111163
79895+32640,112535
95973+242  ,96215 
93716+34979,128695
96703+51462,148165
60037-9488 ,50549 
73123-8830 ,64293 
57933+3792 ,61725 
69943+44692,114635
38559+28835,67394 
96066+33574,129640
81392-42647,38745 
87473-68057,19416 
41497-36090,5407  
82371-75129,7242  
51018+45509,96527 
81026+29803,110829
37205+35293,72498 
93960+61530,155490
94777+54403,149180
55999-21955,34044 
97600-96819,781   
88072+14883,102955
69391-8717 ,60674 
98291-19942,78349 
90135-1236 ,88899 
67281+37418,104699
70947-55200,15747 
93822+80874,174696
75244+60697,135941
75901-52712,23189 
53224+12185,65409 
47878+42598,90476 
68555-42643,25912 
87483+46093,133576
64569-6874 ,57695 
89199-19085,70114 
70238-3320 ,66918 
18340+11822,30162 
32194+11135,43329 
80983+60807,141790
64369-63226,1143  
96158+26340,122498
88172-44604,43568 
76854+55068,131922
59772+43018,102790
64443-62357,2086  
71743+28843,100586
91870-67788,24082 
71542+34593,106135
93680+82965,176645
66387-55285,11102 
26749-16061,10688 
69015+40106,109121
80533-17192,63341 
26817+1289 ,28106 
28121-27708,413   
83475+57668,141143
59997+55228,115225
45423+659  ,46082 
99183+35631,134814
68596+25010,93606 
88211-83801,4410  
39692+22035,61727 
83001-33921,49080 
81947+26500,108447
52038+18971,71009 
93812-67944,25868 
66445+49530,115975
89970+18484,108454
66523+19424,85947 
28658+11570,40228 
22825+4183 ,27008 
49996+37061,87057 
60445-23623,36822 
62842+27327,90169 
86483-34286,52197 
99156-26050,73106 
81845+8696 ,90541 
61534+35052,96586 
93556-35401,58155 
95814-1979 ,93835 
89070+57260,146330
59876+15510,75386 
59954-15136,44818 
90326-51241,39085 
85971-10530,75441 
91865+35929,127794
52313-50613,1700  
8029-7662  ,367   
11786+126  ,11912 
92450+2268 ,94718 
45023-3730 ,41293 
90522+31966,122488
49755-8584 ,41171 
49735+24027,73762 
47262-40573,6689  
84051-56553,27498 
46403+40898,87301 
73396+68506,141902
23023+11361,34384 
86298-80658,5640  
67167+19029,86196 
14569-14219,350   
99770-36428,63342 
74559-50549,24010 
98631-11200,87431 
69268-26930,42338 
97989+5962 ,103951
91948-32309,59639 
86364-7426 ,78938 
76012+64577,140589
36559+9867 ,46426 
18608-15941,2667  
90452+37341,127793
91801+71168,162969
35959-14673,21286 
91706+24225,115931
98892-3650 ,95242 
67486-11133,56353 
83697+80327,164024
93967+77229,171196
53104-18674,34430 
93343+51721,145064
75695+74147,149842
79398-43079,36319 
42349+20471,62820 
42006-10467,31539 
98114+62216,160330
60268+51281,111549
64867+23397,88264 
50832-33534,17298 
71102+7318 ,78420 
99616+74679,174295
72222+11256,83478 
57487+46002,103489
95908-28428,67480 
72479+24424,96903 
83468-29263,54205 
75713+24622,100335
9956+9699  ,19655 
64818-39646,25172 
93429+5598 ,99027 
73736+70985,144721
52367-3850 ,48517 
62484-55002,7482  
59325-55116,4209  
86855-84849,2006  
98909-97523,1386  
78276+17521,95797 
20944-19372,1572  
65876-21806,44070 
57452+1406 ,58858 
84715+52853,137568
77497-60030,17467 
89620+17562,107182
50086+12726,62812 
54812+49940,104752
75439-7129 ,68310 
88036-10777,77259 
51630-10544,41086 
98579-6579 ,92000 
95629+19972,115601
21763+19240,41003 
89009+26269,115278
87437+65185,152622
95746+76536,172282
97439+77020,174459
66586+20398,86984 
95993-44831,51162 
64036-40797,23239 
89174-53810,35364 
30458-26700,3758  
46423-3035 ,43388 
95472+91292,186764
58286-45136,13150 
92942-39928,53014 
64477+34238,98715 
88160+26238,114398
84441-36510,47931 
26899-20816,6083  
53765+30470,84235 
73333+28714,102047
38850-23368,15482 
71610+11956,83566 
24994+23767,48761 
20316-15994,4322  
74998+8020 ,83018 
65198+60881,126079
86715-59064,27651 
78480+50563,129043
80344-13564,66780 
88840-32846,55994 
89943+68770,158713
90916-22247,68669 
92600+44473,137073
31647+19295,50942 
50452-21124,29328 
97831-77330,20501 
63082+4543 ,67625 
88903-19015,69888 
42563-14003,28560 
42009+39937,81946 
70404-20731,49673 
91718+22357,114075
53313-14055,39258 
69276+28176,97452 
32403-12388,20015 
86655+66343,152998
72820+42018,114838
61536+9792 ,71328 
74510+51725,126235
54078-47866,6212  
59636+3477 ,63113 
98984+20174,119158
68830+51342,120172
70760-12976,57784 
60572+41279,101851
42122-14480,27642 
95913-60306,35607 
92365+12363,104728
73761+32996,106757
10437+4669 ,15106 
44886+7423 ,52309 
69123-4910 ,64213 
31894+10499,42393 
97753-43320,54433 
40194+34129,74323 
72498+70483,142981
55051-23850,31201 
42704+6418 ,49122 
42496+25274,67770 
87398-47928,39470 
31979+16140,48119 
90573-71252,19321 
85242-84908,334   
27112+23021,50133 
85431-69532,15899 
99389-70757,28632 
75157-20369,54788 
48380+44625,93005 
47453-13648,33805 
95411-79279,16132 
75731-32891,42840 
35581+17123,52704 
76321+32212,108533
85549-52458,33091 
83865+41260,125125
83226+53122,136348
99906-40781,59125 
95485+83217,178702
70133-67582,2551  
73123-66423,6700  
73712-31408,42304 
57681+33298,90979 
96357-30035,66322 
92242-73144,19098 
88450+45642,134092
76581+19788,96369 
78942+23003,101945
63281+45833,109114
74339-64441,9898  
60325+51358,111683
48957+39010,87967 
25152-10337,14815 
33644-14467,19177 
92156-38618,53538 
66782+51452,118234
81051-20938,60113 
85232+10882,96114 
94375-87529,6846  
89782-50652,39130 
51371-39804,11567 
99196+58928,158124
62501+37203,99704 
90530+43043,133573
57714+21522,79236 
53670-4386 ,49284 
47257+21699,68956 
62919-56873,6046  
78757-26139,52618 
43951+41042,84993 
78675+27538,106213
19037+2366 ,21403 
29864-25702,4162  
53008+16728,69736 
57807+15624,73431 
81076+2832 ,83908 
50991-5072 ,45919 
51882-37338,14544 
97550-6948 ,90602 
28532+18838,47370 
89868-80470,9398  
51203+23378,74581 
10556+3482 ,14038 
34152-15020,19132 
85220-68564,16656 
99097+56571,155668
69486-40528,28958 
61160-41922,19238 
75747-59446,16301 
94824+24349,119173
40927+1347 ,42274 
12476+3435 ,15911 
85211-59917,25294 
40255+39192,79447 
47630+6378 ,54008 
89322+42866,132188
20805+7998 ,28803 
48811+14785,63596 
71237-3764 ,67473 
54869-44322,10547 
54145+41943,96088 
32990-29207,3783  
96736+22214,118950
42953+42468,85421 
3134-2567  ,567   
96146-82801,13345 
83684+61899,145583
41238+39928,81166 
97108+3089 ,100197
79279-24508,54771 
80045-49507,30538 
79049-52454,26595 
55880+28322,84202 
71245-64437,6808  
48818+35009,83827 
94477+28112,122589
80569+64013,144582
93955+22206,116161
59253-58264,989   
55988-34934,21054 
39042-31086,7956  
40556+10064,50620 
42053+23322,65375 
70739+12994,83733 
22588-12526,10062 
73207-70083,3124  
26093-10402,15691 
6026-5081  ,945   
69947+54318,124265
68333-40082,28251 
15101-7639 ,7462  
71410+34590,106000
34468+24991,59459 
85276-79792,5484  
58670-16391,42279 
93158+36207,129365
53746+36753,90499 
84586+82347,166933
31213+21424,52637 
51575-36633,14942 
40099+15563,55662 
21748-6032 ,15716 
89540+17772,107312
68729+30582,99311 
77976+10214,88190 
73875-49157,24718 
74156+32993,107149
91541-59617,31924 
75532+54294,129826
85652-45196,40456 
87928-57556,30372 
79338+19744,99082 
91128+54895,146023
10482-4734 ,5748  
92162-25410,66752 
99425-29826,69599 
95648+10885,106533
42174-33892,8282  
55708+26602,82310 
77689-50170,27519 
76310-8918 ,67392 
80385+31768,112153
93798+2285 ,96083 
89584+27509,117093
65179-62068,3111  
95939-93782,2157  
99928-15718,84210 
96204+61137,157341
77201-65832,11369 
25738-14376,11362 
91404+3249 ,94653 
66146+5952 ,72098 
92625-19175,73450 
95696-53763,41933 
88738-9818 ,78920 
88631-15484,73147 
68491-10885,57606 
75579+26896,102475
85463+22494,107957
55289-18787,36502 
84138-60376,23762 
25283-15329,9954  
61995-44656,17339 
59578-18830,40748 
20111-1651 ,18460 
68041+62014,130055
79004-38207,40797 
89228-62827,26401 
80112+41941,122053
99654-91153,8501  
51023-9919 ,41104 
58843+22851,81694 
68678+24677,93355 
56858+2799 ,59657 
58174+19908,78082 
88334+78147,166481
98718+7094 ,105812
95446+10399,105845
88547-36865,51682 
3730-2412  ,1318  
48720-6198 ,42522 
94563+51584,146147
16338-13421,2917  
94235-17203,77032 
87714-64900,22814 
88930-4536 ,84394 
31385+10781,42166 
88611-71554,17057 
75345+74115,149460
36668-17494,19174 
3962+282   ,4244  
97325+56267,153592
43933-18037,25896 
18496+13353,31849 
66046-2266 ,63780 
77958-29537,48421 
84711-45490,39221 
92484-25282,67202 
81684+51370,133054
93374+77834,171208
87279-50766,36513 
71153-10487,60666 
23810-11220,12590 
86437-72896,13541 
7390+1184  ,8574  
79493+15523,95016 
98792+90289,189081
44979-22892,22087 
86868-41137,45731 
61374-22669,38705 
95307-52460,42847 
94175+26606,120781
77165-21865,55300 
64685+56288,120973
49520-10035,39485 
58353+42917,101270
27173-4820 ,22353 
77745-26781,50964 
37747+26260,64007 
48483+35705,84188 
49673+403  ,50076 
97963-52828,45135 
22234-3748 ,18486 
91836-62426,29410 
68531-6460 ,62071 
85047+71878,156925
68165+12611,80776 
92261+44804,137065
66533+26278,92811 
63683+23797,87480 
50845-23833,27012 
89553-68567,20986 
67908+30533,98441 
93442-80011,13431 
63316+38810,102126
64702+4050 ,68752 
73841-10086,63755 
91054+40943,131997
61391+61343,122734
54758-32885,21873 
66478+4816 ,71294 
89181+84121,173302
97259-12969,84290 
22952+16348,39300 
88187+4278 ,92465 
94925+65836,160761
22090+5751 ,27841 
24528-22523,2005  
41103+37305,78408 
70819-12640,58179 
57820-4404 ,53416 
67402+2642 ,70044 
96012+34563,130575
96862+78967,175829
96451+87935,184386
78614+16751,95365 
80984+17407,98391 
40981+40740,81721 
91879-14742,77137 
23928+22502,46430 
86965-47113,39852 
86510-32233,54277 
92824+29065,121889
77621-57686,19935 
89417+40813,130230
94353+76390,170743
77048-1266 ,75782 
89534-40990,48544 
28658+28043,56701 
93428+55559,148987
58203+32625,90828 
37239-26643,10596 
59869-4790 ,55079 
23789+11429,35218 
97088+27962,125050
74233+26074,100307
98662+18690,117352
85958+7215 ,93173 
73241-6436 ,66805 
83632+58852,142484
66883-37685,29198 
66985-44446,22539 
99496+92175,191671
29869-21939,7930  
91671+58489,150160
31047+1137 ,32184 
88552-4709 ,83843 
74232+28377,102609
40519-13375,27144 
77299+50565,127864
76310+19924,96234 
99086+4594 ,103680
76249+12626,88875 
81005-18309,62696 
52187-10818,41369 
19646+5781 ,25427 
87747+66917,154664
73410-38786,34624 
64095+27479,91574 
86050+7166 ,93216 
55649+17536,73185 
90125+88124,178249
49154-29048,20106 
73230-71669,1561  
72691+700  ,73391 
14603-12583,2020  
70097-25928,44169 
98855-1121 ,97734 
86885+44858,131743
99473-37532,61941 
42959+37234,80193 
76014+43744,119758
46560+250  ,46810 
59688-24434,35254 
88565+19867,108432
53273-32403,20870 
45207+28632,73839 
99500-51179,48321 
83523+36568,120091
68417-9310 ,59107 
94501-61888,32613 
4129+3488  ,7617  
94920+71401,166321
74734+24900,99634 
98142-72523,25619 
90387-17487,72900 
92304-49710,42594 
82336+12075,94411 
23937+17073,41010 
85108-11980,73128 
75534-22618,52916 
75218+19632,94850 
51178+26410,77588 
79133+74790,153923
5286-4157  ,1129  
80269+27484,107753
89506-1351 ,88155 
64457+814  ,65271 
41810+653  ,42463 
73898-44069,29829 
69540-61807,7733  
44157-20853,23304 
81361+34082,115443
20077+5054 ,25131 
33215-21340,11875 
37218+14516,51734 
72615-29722,42893 
35007+5747 ,40754 
89338-55952,33386 
82325-52192,30133 
42155-24834,17321 
57016+56402,113418
13969-2246 ,11723 
74498-49401,25097 
39878-13374,26504 
92537-89315,3222  
89671-60080,29591 
14082+5867 ,19949 
62309+32736,95045 
98867-94107,4760  
88162+25996,114158
65183+32062,97245 
57292-30797,26495 
82477+5543 ,88020 
75721-40721,35000 
94868-3358 ,91510 
76596-10105,66491 
98657+27239,125896
87643-60246,27397 
93078+79204,172282
76339-59049,17290 
43482-11953,31529 
54108-16972,37136 
10643-9551 ,1092  
84840+49508,134348
32234-2821 ,29413 
50846+30198,81044 
45811+34236,80047 
10180-2673 ,7507  
66965+60483,127448
69858-65988,3870  
65016+6232 ,71248 
67253+34245,101498
16757-2005 ,14752 
89067-48773,40294 
94239-59090,35149 
99574-99267,307   
98828-28503,70325 
97255+55498,152753
87612-73259,14353 
46826-21116,25710 
44491-1355 ,43136 
48761-6440 ,42321 
71415-64242,7173  
28062+2923 ,30985 
82095-27703,54392 
78392+28301,106693
43389+40758,84147 
99035+80271,179306
81395+56017,137412
82731-63977,18754 
63843-21069,42774 
87953+81332,169285
36715-17585,19130 
93012-12050,80962 
68516+7306 ,75822 
32223+8270 ,40493 
73142+63596,136738
61396-4837 ,56559 
50190-29450,20740 
66689-66495,194   
63094-18021,45073 
80320+38361,118681
58449-43550,14899 
85411+25286,110697
31166+29035,60201 
64896+43732,108628
29009-20347,8662  
99858+54354,154212
16590-15448,1142  
90095+51192,141287
41748+5490 ,47238 
87775+82142,169917
42858-24103,18755 
80802-65594,15208 
58474+23237,81711 
52129+42649,94778 
75890+60241,136131
86353-39094,47259 
83661+53052,136713
33114+26350,59464 
79002-28852,50150 
51825-15556,36269 
41601+39042,80643 
54804+35380,90184 
13428-1102 ,12326 
33338-9078 ,24260 
84100+53773,137873
91385+69462,160847
30185+19851,50036 
74664+8995 ,83659 
23844+18007,41851 
92297+72910,165207
67443-41248,26195 
99590-82087,17503 
67913+52656,120569
52104-37684,14420 
