Formula,Answer
590475+113503,703978 
639292+32769 ,672061 
707304-305451,401853 
835934-241494,594440 
254653-27658 ,226995 
628704-327392,301312 
201102+113219,314321 
588088+562828,1150916
977938+953582,1931520
976430+946603,1923033
961379+648048,1609427
517074+126833,643907 
411311-264809,146502 
868994+31518 ,900512 
481799+379822,861621 
604185-148437,455748 
969880+366255,1336135
794101+788639,1582740
440602+434535,875137 
726947-46238 ,680709 
484226-362253,121973 
939965+117713,1057678
924016+523935,1447951
366399+137143,503542 
715552+148543,864095 
568144+286292,854436 
738339+708848,1447187
896775+690234,1587009
992791-455336,537455 
746419-81911 ,664508 
501021+470748,971769 
791885+397667,1189552
674520-310516,364004 
376378-140453,235925 
588394-91230 ,497164 
467384-431815,35569  
618028-221064,396964 
372100-36799 ,335301 
767626-490219,277407 
640243-245247,394996 
817052+361617,1178669
89157+30114  ,119271 
653160-630077,23083  
671814+37270 ,709084 
276183-261651,14532  
865374-213983,651391 
913528-120900,792628 
854245-91081 ,763164 
868247-474782,393465 
843574-226131,617443 
578415-213311,365104 
609323-311138,298185 
593488+580107,1173595
519840+19451 ,539291 
999419+51753 ,1051172
700837-671158,29679  
502912-161731,341181 
469239-21498 ,447741 
775262-696121,79141  
361109-71049 ,290060 
812211+703025,1515236
338183-177044,161139 
709911-360834,349077 
944568-463402,481166 
730248+135068,865316 
809946+681805,1491751
579982-216429,363553 
566568-35627 ,530941 
354558+312779,667337 
380388+46449 ,426837 
699899-670648,29251  
949962+366433,1316395
958691-688157,270534 
861234+124662,985896 
731696-467354,264342 
942726-291217,651509 
493253+64299 ,557552 
916708+187986,1104694
346390-255271,91119  
864061-58471 ,805590 
632433+326500,958933 
778442-124615,653827 
960898+60253 ,1021151
205439+18128 ,223567 
942388-784926,157462 
856185+535629,1391814
508253+177554,685807 
695898-287045,408853 
508725-115392,393333 
94065+93183  ,187248 
825892-262732,563160 
529048+48747 ,577795 
716334+608097,1324431
886468+157530,1043998
461755+355582,817337 
822222-753798,68424  
729241+582309,1311550
484212+276744,760956 
855431+530090,1385521
287293-269340,17953  
399164-107015,292149 
488808+66827 ,555635 
813366-534076,279290 
438536+154779,593315 
731079-3354  ,727725 
280858-197284,83574  
549110-337934,211176 
931362-194637,736725 
675564+84970 ,760534 
560672+200215,760887 
289990-198722,91268  
577757+490652,1068409
482988-137452,345536 
628341+612527,1240868
871827+845707,1717534
386963-80908 ,306055 
726844-561424,165420 
606098+305504,911602 
851512-567819,283693 
332211-149902,182309 
844038-1267  ,842771 
716760-420655,296105 
471291-453478,17813  
586327+104374,690701 
982245-704558,277687 
425622-411362,14260  
950747-130476,820271 
448209-112209,336000 
342157-276780,65377  
657346+187671,845017 
505884-388828,117056 
969604+605627,1575231
730538+256444,986982 
996815+248574,1245389
987149-933506,53643  
679039+107275,786314 
791699-313282,478417 
707021-152162,554859 
585002+355774,940776 
507839+337225,845064 
101993+92542 ,194535 
812858+72691 ,885549 
803177+780948,1584125
931840+474657,1406497
797147+675561,1472708
430941+142514,573455 
802105-437790,364315 
832931+305551,1138482
790148+711140,1501288
665859+222364,888223 
416545+83660 ,500205 
999411+197521,1196932
619713-57899 ,561814 
664084-175446,488638 
494269+363459,857728 
880613+320286,1200899
875506-110616,764890 
679052+193767,872819 
931309+447835,1379144
497621+273679,771300 
388104-123828,264276 
919095+287388,1206483
903178-130183,772995 
458535+52514 ,511049 
679666-667094,12572  
790736+419494,1210230
970544+276372,1246916
448091+285104,733195 
763939+121871,885810 
943828+562375,1506203
280915-211324,69591  
987076+922382,1909458
711270+405879,1117149
667227-350449,316778 
134757-90202 ,44555  
369241+7860  ,377101 
468204-211342,256862 
795027+479445,1274472
519485-432580,86905  
946071+392225,1338296
620673+585435,1206108
983754-514289,469465 
597276+295503,892779 
287397+120454,407851 
163316+37244 ,200560 
972192+250101,1222293
833533-179819,653714 
962778+564225,1527003
212226-107750,104476 
559441+109659,669100 
825994+87136 ,913130 
251346-203725,47621  
736481-158129,578352 
867191-584039,283152 
245159-162051,83108  
963250-352280,610970 
486048-362722,123326 
744080+122644,866724 
173487+17527 ,191014 
976651-260331,716320 
294990+68373 ,363363 
562814-45826 ,516988 
625386+226136,851522 
701787+315817,1017604
632008+586323,1218331
996505-461396,535109 
910158-582509,327649 
533624+134145,667769 
952707+901328,1854035
987569+787120,1774689
64199-20224  ,43975  
660345+624185,1284530
982570-300405,682165 
758534+502277,1260811
570309+394907,965216 
540772-151929,388843 
602105+116280,718385 
843263+475908,1319171
863410-367417,495993 
909775-505303,404472 
405240+286762,692002 
881713+658744,1540457
770544-535074,235470 
834962-314187,520775 
717556-379491,338065 
850801-588771,262030 
912339-751696,160643 
929116-28465 ,900651 
706054+21881 ,727935 
27492-17529  ,9963   
914782+23301 ,938083 
979387+412886,1392273
383773-194017,189756 
666341-295434,370907 
928569-268767,659802 
747884+454505,1202389
393675+336428,730103 
282265-136101,146164 
319471+14783 ,334254 
900404+60240 ,960644 
385469-89679 ,295790 
980684-910642,70042  
922151+527503,1449654
725965-19202 ,706763 
275239+13624 ,288863 
579193-134366,444827 
408603+379721,788324 
904908+759544,1664452
978724+726184,1704908
652799-587670,65129  
968007+935862,1903869
957840+206038,1163878
784686-146745,637941 
523495-27953 ,495542 
672338+327216,999554 
418437-167548,250889 
264859-216444,48415  
324086-283522,40564  
863677-609691,253986 
784008+748365,1532373
634197+225604,859801 
570338+492065,1062403
763552-302356,461196 
298837+110609,409446 
233104-63735 ,169369 
553018+275438,828456 
732618-334582,398036 
267470+87706 ,355176 
662579-67786 ,594793 
279779+162289,442068 
424539-416721,7818   
747885+197886,945771 
677808-117564,560244 
411013+90489 ,501502 
923286+542780,1466066
481395+219087,700482 
418490-220515,197975 
965242+549806,1515048
453078+273504,726582 
633659-28725 ,604934 
794061+491814,1285875
821007-178551,642456 
891008-849865,41143  
660105+476333,1136438
922229-163279,758950 
538370-507273,31097  
613538-375635,237903 
355050+323610,678660 
769355-128928,640427 
960504-554602,405902 
665056+549810,1214866
595982+488246,1084228
859025-245000,614025 
589968+107086,697054 
997984+415789,1413773
159310-38284 ,121026 
944134-574434,369700 
940762-794325,146437 
626029+396855,1022884
807962+202169,1010131
975725+377755,1353480
611600-45340 ,566260 
793341+731684,1525025
990144+474991,1465135
762435-360107,402328 
568444-504887,63557  
969779-271895,697884 
735616+60992 ,796608 
855479-720637,134842 
787406-741374,46032  
754101-753782,319    
866378+357954,1224332
634910+574123,1209033
537238+109181,646419 
450889+324429,775318 
702040-672410,29630  
459543+457482,917025 
794027+761591,1555618
280884+261086,541970 
514589-52726 ,461863 
521140-336932,184208 
599839-553255,46584  
911166+129881,1041047
889053-49966 ,839087 
705206+302747,1007953
587317-370750,216567 
882367-435733,446634 
896245-441803,454442 
997557-456971,540586 
471854+413413,885267 
740304-225728,514576 
395164-66069 ,329095 
939222+262596,1201818
870809+426793,1297602
752814-55110 ,697704 
959695-271541,688154 
668016-503512,164504 
538383+472770,1011153
113493+29306 ,142799 
563381-310121,253260 
515375-258450,256925 
492878-343702,149176 
732716-36934 ,695782 
912194+318285,1230479
391572-341282,50290  
752504+536734,1289238
943808+819590,1763398
773007+160106,933113 
710659-660080,50579  
752496+413427,1165923
901588+68615 ,970203 
751434-70788 ,680646 
987176-924600,62576  
432597-299708,132889 
925240-29788 ,895452 
811311+285376,1096687
884128-510161,373967 
931566-645472,286094 
674140+52390 ,726530 
830847+394662,1225509
995390+516359,1511749
393939+230196,624135 
729420+325357,1054777
873661-572563,301098 
756877-413599,343278 
406333+138645,544978 
625040+498390,1123430
305489+59429 ,364918 
662637+534171,1196808
664724+213749,878473 
444867-77484 ,367383 
702655+367104,1069759
296151+269420,565571 
813272+385556,1198828
979617-643423,336194 
982845+420602,1403447
328875-314232,14643  
651416-481572,169844 
358947-128838,230109 
652629+489639,1142268
911393+529758,1441151
751875+290301,1042176
705380-694462,10918  
708207-345340,362867 
826395+37306 ,863701 
610914-519057,91857  
925654+381814,1307468
344544-189471,155073 
972514-268178,704336 
190419+110051,300470 
884796+151070,1035866
952521-344240,608281 
877871-88001 ,789870 
966099-821310,144789 
265236+93989 ,359225 
360077+319800,679877 
469216+368816,838032 
529743-127055,402688 
970864-349130,621734 
735368+679233,1414601
401066+313197,714263 
998798+734015,1732813
841601-21594 ,820007 
583494-194363,389131 
642591+338363,980954 
822029+101728,923757 
755398+307286,1062684
672302-18248 ,654054 
719148-552867,166281 
978080+5000  ,983080 
132166+101537,233703 
886384-368337,518047 
680399-613928,66471  
790690+476392,1267082
592341+419315,1011656
848405+667146,1515551
389108+99448 ,488556 
684821-245539,439282 
759798-494451,265347 
787035-299142,487893 
681779-569717,112062 
801709+431363,1233072
591866+207131,798997 
636057+134416,770473 
829666-686025,143641 
600391-70071 ,530320 
570267+362723,932990 
705570+268827,974397 
182499+157119,339618 
378233-146051,232182 
814768+91934 ,906702 
845670-190197,655473 
374011+65467 ,439478 
254075+234731,488806 
198421-33087 ,165334 
938688-31897 ,906791 
708024-308618,399406 
149696-60400 ,89296  
791482-133250,658232 
395571-691   ,394880 
536319-328817,207502 
487352+32433 ,519785 
749820-273744,476076 
976793+510517,1487310
826863+517328,1344191
855215-24184 ,831031 
997322-879315,118007 
608329+547577,1155906
717692+123173,840865 
925074+477359,1402433
921918-692737,229181 
790989-72329 ,718660 
807965-691280,116685 
853337-140489,712848 
768108-626019,142089 
636644-349412,287232 
483587-353029,130558 
991377+435149,1426526
647095+302199,949294 
287047+95810 ,382857 
557836+506432,1064268
783396+201987,985383 
989282-507186,482096 
915959+788290,1704249
634757-222070,412687 
660858-388138,272720 
866945+325397,1192342
795048+210857,1005905
922302+830101,1752403
319779-102228,217551 
205196-155677,49519  
475280+233408,708688 
418145-129762,288383 
448694-161578,287116 
861693+607061,1468754
252198+247826,500024 
783507-341398,442109 
189381-125118,64263  
875014+27630 ,902644 
936675-688244,248431 
956276+765382,1721658
711941+80837 ,792778 
925778-875531,50247  
561570+530139,1091709
533617+314217,847834 
516124+356768,872892 
514008-65411 ,448597 
392789+64923 ,457712 
575920-93192 ,482728 
909620+368086,1277706
436214-427834,8380   
891999+368153,1260152
536918-319150,217768 
532606-492817,39789  
235554+4938  ,240492 
942427-532361,410066 
511381+413139,924520 
728522+1169  ,729691 
992023-588363,403660 
808313+93601 ,901914 
405618-18875 ,386743 
304649+58798 ,363447 
506614+299647,806261 
718596+305445,1024041
86498-10390  ,76108  
368955-283643,85312  
504436+453669,958105 
544122+332911,877033 
810473-488034,322439 
282545-53364 ,229181 
156958-134548,22410  
533452-359096,174356 
605197+431188,1036385
878114+28154 ,906268 
887028+118319,1005347
751190-675177,76013  
468049+415016,883065 
224185-48334 ,175851 
