Formula,Answer
655-650,5  
311-275,36 
812-43 ,769
920-93 ,827
573-64 ,509
801-460,341
722-712,10 
712-545,167
963-554,409
258-117,141
764-216,548
623-482,141
758-325,433
603-343,260
376-194,182
805-512,293
955-733,222
868-654,214
810-391,419
691-606,85 
850-789,61 
565-22 ,543
490-160,330
670-522,148
852-585,267
107-63 ,44 
834-582,252
482-254,228
793-434,359
772-457,315
989-930,59 
675-504,171
422-109,313
639-367,272
282-77 ,205
808-188,620
392-392,0  
223-9  ,214
750-576,174
896-770,126
772-488,284
705-682,23 
507-418,89 
934-274,660
823-691,132
476-341,135
340-334,6  
782-569,213
572-47 ,525
862-436,426
405-187,218
547-9  ,538
538-207,331
237-177,60 
730-133,597
208-151,57 
787-77 ,710
405-383,22 
863-606,257
665-169,496
466-295,171
572-89 ,483
855-816,39 
733-227,506
698-440,258
586-232,354
908-104,804
965-73 ,892
788-357,431
53-9   ,44 
777-137,640
849-504,345
990-66 ,924
858-233,625
475-336,139
747-359,388
508-12 ,496
852-178,674
332-248,84 
827-158,669
616-62 ,554
469-117,352
230-118,112
631-90 ,541
977-300,677
869-583,286
909-802,107
582-550,32 
792-42 ,750
358-239,119
951-807,144
940-835,105
957-752,205
857-635,222
815-721,94 
994-22 ,972
715-287,428
600-255,345
482-452,30 
406-288,118
339-147,192
703-546,157
645-95 ,550
500-431,69 
919-105,814
574-441,133
915-187,728
714-609,105
398-89 ,309
303-65 ,238
844-521,323
963-269,694
617-162,455
823-217,606
885-813,72 
838-600,238
886-475,411
109-71 ,38 
965-949,16 
889-848,41 
727-98 ,629
741-110,631
474-11 ,463
598-323,275
445-209,236
841-460,381
708-211,497
866-606,260
181-129,52 
910-48 ,862
849-790,59 
392-211,181
666-134,532
806-517,289
761-583,178
341-151,190
563-367,196
465-160,305
622-115,507
991-884,107
815-761,54 
971-885,86 
797-643,154
841-201,640
482-40 ,442
975-758,217
262-205,57 
422-42 ,380
996-385,611
860-382,478
417-374,43 
607-478,129
706-569,137
363-80 ,283
838-602,236
545-165,380
656-229,427
374-249,125
435-425,10 
146-127,19 
782-86 ,696
578-85 ,493
611-109,502
488-88 ,400
300-163,137
525-363,162
378-303,75 
645-87 ,558
844-630,214
284-29 ,255
557-464,93 
540-434,106
826-623,203
961-294,667
623-34 ,589
727-532,195
631-178,453
661-621,40 
589-381,208
977-935,42 
391-217,174
935-740,195
851-223,628
863-277,586
138-38 ,100
946-702,244
846-492,354
589-271,318
992-735,257
485-157,328
760-607,153
743-104,639
597-81 ,516
582-44 ,538
901-95 ,806
619-257,362
884-622,262
658-104,554
961-954,7  
896-794,102
915-253,662
304-189,115
606-329,277
771-548,223
465-465,0  
350-297,53 
564-208,356
969-796,173
821-93 ,728
713-92 ,621
802-20 ,782
939-479,460
717-226,491
518-505,13 
632-518,114
981-586,395
617-343,274
603-360,243
84-23  ,61 
384-164,220
649-44 ,605
940-513,427
709-297,412
716-51 ,665
787-233,554
873-507,366
761-715,46 
790-756,34 
793-552,241
448-124,324
452-63 ,389
713-568,145
839-532,307
791-12 ,779
986-49 ,937
970-903,67 
730-540,190
815-190,625
378-60 ,318
592-56 ,536
726-544,182
556-506,50 
653-623,30 
896-387,509
477-464,13 
994-675,319
856-366,490
808-545,263
469-395,74 
464-408,56 
432-217,215
924-312,612
384-120,264
503-28 ,475
542-351,191
86-80  ,6  
817-306,511
946-430,516
471-21 ,450
672-309,363
791-266,525
969-29 ,940
608-145,463
439-190,249
654-389,265
700-9  ,691
418-146,272
731-289,442
533-382,151
690-590,100
102-45 ,57 
955-520,435
985-163,822
626-156,470
818-733,85 
416-141,275
842-43 ,799
232-6  ,226
978-973,5  
979-811,168
839-375,464
951-69 ,882
984-782,202
515-445,70 
386-138,248
548-208,340
420-163,257
394-276,118
620-196,424
874-41 ,833
982-847,135
578-20 ,558
841-604,237
586-585,1  
877-808,69 
541-490,51 
944-56 ,888
366-35 ,331
425-132,293
303-110,193
985-340,645
599-518,81 
908-743,165
587-173,414
205-4  ,201
923-615,308
398-229,169
443-251,192
658-298,360
786-523,263
236-10 ,226
396-22 ,374
377-78 ,299
371-303,68 
461-247,214
838-627,211
590-20 ,570
459-12 ,447
782-234,548
871-610,261
973-418,555
500-41 ,459
420-285,135
340-2  ,338
496-308,188
752-108,644
501-340,161
436-151,285
766-14 ,752
609-232,377
965-959,6  
700-691,9  
398-52 ,346
616-527,89 
763-626,137
823-822,1  
698-563,135
927-164,763
826-570,256
872-459,413
517-181,336
172-75 ,97 
212-93 ,119
704-3  ,701
847-146,701
752-113,639
996-429,567
680-437,243
992-973,19 
887-837,50 
854-386,468
993-537,456
958-483,475
828-558,270
872-86 ,786
609-96 ,513
978-157,821
403-24 ,379
859-715,144
918-41 ,877
648-196,452
464-127,337
923-730,193
358-13 ,345
227-90 ,137
509-343,166
897-89 ,808
577-412,165
883-817,66 
784-409,375
979-538,441
569-210,359
642-446,196
965-196,769
507-39 ,468
726-712,14 
730-200,530
866-412,454
339-145,194
630-85 ,545
507-219,288
316-310,6  
863-248,615
879-828,51 
110-105,5  
707-333,374
657-578,79 
659-518,141
471-298,173
572-414,158
629-281,348
467-423,44 
275-158,117
974-319,655
778-485,293
506-49 ,457
193-68 ,125
719-428,291
182-157,25 
872-764,108
334-326,8  
984-839,145
699-131,568
788-46 ,742
638-388,250
535-93 ,442
985-422,563
811-249,562
984-627,357
957-690,267
561-368,193
905-608,297
906-463,443
253-162,91 
762-40 ,722
843-750,93 
874-462,412
906-429,477
568-143,425
300-250,50 
465-415,50 
429-201,228
864-553,311
991-970,21 
320-287,33 
918-76 ,842
851-34 ,817
981-907,74 
783-461,322
540-0  ,540
723-352,371
452-42 ,410
439-84 ,355
825-561,264
905-22 ,883
661-258,403
997-411,586
702-112,590
516-350,166
296-59 ,237
690-46 ,644
966-32 ,934
868-659,209
847-44 ,803
180-127,53 
747-247,500
406-48 ,358
299-150,149
733-479,254
647-633,14 
249-71 ,178
216-50 ,166
937-620,317
848-470,378
892-820,72 
898-398,500
874-159,715
865-216,649
721-212,509
489-371,118
198-56 ,142
702-515,187
595-546,49 
538-99 ,439
923-394,529
993-212,781
700-633,67 
684-663,21 
964-103,861
724-510,214
915-117,798
603-150,453
687-285,402
949-393,556
452-306,146
760-44 ,716
424-85 ,339
857-424,433
991-469,522
943-242,701
528-164,364
818-543,275
474-158,316
978-474,504
532-69 ,463
897-788,109
965-108,857
527-238,289
318-20 ,298
299-87 ,212
522-320,202
668-583,85 
417-153,264
340-157,183
670-445,225
562-236,326
494-133,361
280-165,115
228-168,60 
545-20 ,525
565-448,117
807-765,42 
854-337,517
585-125,460
973-471,502
582-331,251
964-440,524
352-291,61 
941-2  ,939
187-58 ,129
716-229,487
871-139,732
734-614,120
845-273,572
904-364,540
932-833,99 
698-396,302
712-262,450
699-255,444
466-441,25 
392-230,162
468-384,84 
789-685,104
176-88 ,88 
637-613,24 
893-579,314
487-270,217
550-229,321
877-167,710
659-408,251
349-222,127
889-302,587
803-347,456
994-970,24 
590-383,207
837-806,31 
707-245,462
943-697,246
535-42 ,493
350-119,231
911-856,55 
576-25 ,551
115-70 ,45 
627-84 ,543
736-309,427
318-229,89 
272-24 ,248
925-888,37 
852-628,224
931-607,324
963-452,511
994-390,604
642-264,378
290-7  ,283
707-594,113
541-210,331
511-134,377
686-146,540
899-819,80 
754-0  ,754
537-415,122
515-268,247
983-182,801
475-138,337
491-36 ,455
123-18 ,105
544-195,349
809-468,341
511-363,148
888-792,96 
737-149,588
915-477,438
604-368,236
422-52 ,370
828-360,468
976-799,177
794-659,135
881-371,510
428-43 ,385
533-166,367
933-350,583
451-371,80 
744-546,198
815-514,301
902-91 ,811
820-198,622
464-148,316
438-238,200
718-602,116
306-7  ,299
984-176,808
449-94 ,355
402-336,66 
668-134,534
644-644,0  
858-824,34 
964-469,495
252-188,64 
854-86 ,768
928-160,768
843-278,565
749-66 ,683
623-184,439
439-220,219
727-265,462
946-70 ,876
953-530,423
146-44 ,102
557-191,366
926-609,317
937-714,223
601-488,113
872-541,331
261-225,36 
454-151,303
644-249,395
917-656,261
878-165,713
671-632,39 
359-18 ,341
308-96 ,212
678-646,32 
793-195,598
503-114,389
324-280,44 
365-218,147
916-727,189
934-290,644
100-97 ,3  
593-249,344
922-63 ,859
982-126,856
825-728,97 
799-597,202
238-2  ,236
456-433,23 
790-703,87 
880-662,218
882-6  ,876
774-722,52 
545-455,90 
930-605,325
846-417,429
604-17 ,587
772-653,119
613-461,152
980-196,784
954-563,391
980-63 ,917
761-411,350
575-497,78 
568-286,282
626-547,79 
553-420,133
655-215,440
986-75 ,911
769-766,3  
737-196,541
434-319,115
621-84 ,537
523-52 ,471
764-725,39 
427-110,317
286-40 ,246
318-53 ,265
776-647,129
775-117,658
932-185,747
938-367,571
459-92 ,367
672-557,115
696-218,478
795-308,487
351-119,232
697-22 ,675
403-38 ,365
786-229,557
374-203,171
813-514,299
980-665,315
878-175,703
928-574,354
271-227,44 
995-661,334
798-180,618
867-132,735
629-381,248
238-6  ,232
984-650,334
509-156,353
753-260,493
674-63 ,611
472-26 ,446
521-509,12 
675-281,394
313-95 ,218
619-43 ,576
797-517,280
568-277,291
821-20 ,801
682-606,76 
239-63 ,176
48-17  ,31 
730-318,412
797-117,680
794-222,572
977-740,237
838-662,176
224-62 ,162
687-151,536
100-22 ,78 
356-5  ,351
922-665,257
977-290,687
800-276,524
498-76 ,422
794-576,218
762-380,382
958-723,235
820-220,600
686-436,250
312-9  ,303
849-481,368
132-113,19 
855-363,492
891-233,658
518-384,134
425-335,90 
634-332,302
675-12 ,663
903-187,716
970-404,566
558-308,250
997-644,353
866-819,47 
661-546,115
574-172,402
515-440,75 
603-583,20 
437-378,59 
900-424,476
553-421,132
746-102,644
974-784,190
746-213,533
908-256,652
579-83 ,496
916-493,423
393-282,111
984-439,545
715-527,188
454-325,129
675-300,375
584-171,413
900-660,240
575-174,401
878-23 ,855
819-559,260
841-300,541
618-470,148
222-124,98 
714-87 ,627
656-97 ,559
827-405,422
579-339,240
188-12 ,176
914-85 ,829
619-140,479
554-252,302
922-476,446
873-501,372
636-40 ,596
994-314,680
951-425,526
848-259,589
620-51 ,569
853-555,298
983-168,815
953-157,796
668-268,400
305-107,198
984-308,676
344-224,120
730-22 ,708
911-463,448
882-274,608
354-353,1  
725-491,234
629-35 ,594
812-604,208
850-233,617
300-14 ,286
374-176,198
666-463,203
858-853,5  
618-167,451
763-333,430
727-204,523
918-93 ,825
317-14 ,303
936-558,378
346-268,78 
610-562,48 
970-678,292
983-858,125
540-216,324
316-199,117
877-61 ,816
569-136,433
680-351,329
909-32 ,877
919-627,292
986-975,11 
66-41  ,25 
981-429,552
971-139,832
730-353,377
358-196,162
836-63 ,773
433-276,157
973-967,6  
996-738,258
790-788,2  
817-329,488
522-321,201
593-342,251
492-131,361
555-182,373
997-511,486
739-697,42 
713-479,234
946-784,162
384-320,64 
914-479,435
997-615,382
460-451,9  
900-115,785
425-346,79 
504-12 ,492
943-755,188
470-333,137
171-80 ,91 
928-833,95 
480-287,193
252-218,34 
695-675,20 
774-273,501
885-760,125
961-586,375
628-477,151
770-400,370
491-122,369
608-501,107
947-759,188
741-439,302
571-83 ,488
763-362,401
763-558,205
362-5  ,357
603-441,162
838-757,81 
922-807,115
685-236,449
677-504,173
959-267,692
414-181,233
346-250,96 
982-670,312
977-439,538
994-38 ,956
798-394,404
975-413,562
993-850,143
685-415,270
870-695,175
395-166,229
896-319,577
594-249,345
846-295,551
470-82 ,388
973-202,771
117-108,9  
813-444,369
188-60 ,128
840-737,103
113-64 ,49 
725-147,578
540-51 ,489
79-64  ,15 
554-355,199
827-436,391
891-569,322
310-259,51 
618-597,21 
509-187,322
987-33 ,954
719-135,584
178-167,11 
833-502,331
539-214,325
459-347,112
922-42 ,880
948-764,184
713-710,3  
894-680,214
992-672,320
514-321,193
649-34 ,615
912-684,228
443-319,124
352-226,126
634-495,139
854-645,209
622-374,248
449-16 ,433
351-198,153
976-607,369
799-519,280
242-164,78 
961-134,827
960-233,727
744-83 ,661
454-245,209
697-407,290
533-91 ,442
325-252,73 
435-279,156
191-46 ,145
991-591,400
914-840,74 
143-68 ,75 
688-357,331
614-450,164
842-376,466
509-132,377
356-181,175
553-146,407
892-698,194
851-577,274
867-23 ,844
800-655,145
796-307,489
613-365,248
778-246,532
611-381,230
948-232,716
826-369,457
754-43 ,711
569-446,123
739-18 ,721
819-614,205
394-128,266
486-200,286
744-469,275
171-111,60 
415-160,255
852-16 ,836
715-665,50 
945-222,723
931-817,114
993-619,374
649-59 ,590
889-349,540
243-97 ,146
758-292,466
670-152,518
533-156,377
941-882,59 
790-399,391
603-264,339
455-102,353
954-719,235
674-353,321
392-190,202
990-888,102
901-170,731
990-453,537
869-824,45 
184-46 ,138
287-50 ,237
877-839,38 
672-206,466
646-469,177
940-851,89 
912-19 ,893
838-351,487
954-499,455
943-928,15 
592-484,108
629-611,18 
800-385,415
540-101,439
911-266,645
284-28 ,256
781-694,87 
560-196,364
611-101,510
490-462,28 
988-190,798
577-64 ,513
151-11 ,140
790-283,507
958-768,190
846-34 ,812
935-551,384
938-471,467
865-819,46 
489-216,273
458-442,16 
186-107,79 
682-169,513
476-438,38 
972-822,150
713-111,602
944-281,663
174-56 ,118
677-479,198
913-770,143
978-700,278
400-71 ,329
757-399,358
998-88 ,910
543-71 ,472
252-191,61 
935-625,310
757-658,99 
516-343,173
459-195,264
867-89 ,778
548-380,168
588-564,24 
284-201,83 
877-810,67 
571-376,195
953-499,454
229-31 ,198
528-277,251
725-443,282
630-595,35 
88-37  ,51 
615-391,224
248-105,143
856-19 ,837
119-9  ,110
319-198,121
779-344,435
832-669,163
949-207,742
834-328,506
663-649,14 
499-131,368
639-496,143
951-513,438
268-124,144
486-0  ,486
854-592,262
921-826,95 
398-196,202
774-6  ,768
713-451,262
843-548,295
807-140,667
556-210,346
965-317,648
259-241,18 
895-24 ,871
408-149,259
364-258,106
809-752,57 
545-283,262
855-447,408
557-402,155
732-207,525
435-234,201
653-514,139
588-305,283
772-286,486
668-397,271
577-217,360
660-655,5  
693-643,50 
714-71 ,643
807-768,39 
776-70 ,706
984-878,106
844-214,630
737-534,203
787-536,251
866-858,8  
833-796,37 
524-429,95 
827-284,543
375-304,71 
489-226,263
475-216,259
424-71 ,353
901-205,696
700-122,578
948-855,93 
394-326,68 
808-565,243
543-384,159
551-410,141
961-511,450
695-362,333
933-895,38 
370-204,166
889-729,160
188-31 ,157
921-627,294
960-250,710
881-388,493
888-376,512
286-45 ,241
922-87 ,835
818-369,449
982-276,706
481-478,3  
368-355,13 
331-312,19 
445-117,328
444-434,10 
347-6  ,341
663-479,184
491-246,245
233-74 ,159
915-540,375
339-36 ,303
947-265,682
710-377,333
782-259,523
488-90 ,398
570-371,199
423-409,14 
991-384,607
842-124,718
940-752,188
659-613,46 
450-198,252
657-476,181
400-238,162
818-695,123
926-585,341
767-183,584
989-287,702
172-97 ,75 
551-164,387
350-131,219
893-576,317
799-71 ,728
328-270,58 
676-543,133
551-366,185
584-245,339
564-139,425
122-80 ,42 
485-86 ,399
998-879,119
788-765,23 
785-185,600
882-327,555
719-230,489
648-197,451
911-641,270
974-617,357
984-706,278
673-73 ,600
721-467,254
748-483,265
639-427,212
739-237,502
787-36 ,751
281-17 ,264
897-497,400
980-597,383
816-357,459
730-710,20 
723-452,271
797-501,296
827-491,336
407-350,57 
500-322,178
663-97 ,566
463-20 ,443
709-445,264
382-275,107
257-24 ,233
532-7  ,525
773-92 ,681
887-148,739
634-574,60 
967-837,130
992-401,591
675-181,494
330-311,19 
613-306,307
917-799,118
874-602,272
914-691,223
872-152,720
712-574,138
338-14 ,324
962-316,646
590-167,423
772-58 ,714
651-341,310
734-165,569
698-229,469
207-69 ,138
987-919,68 
503-328,175
694-15 ,679
963-110,853
457-404,53 
184-40 ,144
644-596,48 
757-207,550
567-340,227
383-246,137
549-153,396
682-339,343
981-488,493
731-471,260
494-492,2  
936-177,759
771-191,580
486-272,214
877-330,547
892-726,166
887-414,473
746-342,404
824-342,482
451-414,37 
942-661,281
468-316,152
968-887,81 
905-301,604
863-825,38 
719-484,235
614-238,376
527-448,79 
434-397,37 
848-183,665
641-404,237
728-502,226
445-96 ,349
730-627,103
884-460,424
562-200,362
985-806,179
955-411,544
726-60 ,666
610-296,314
409-196,213
115-84 ,31 
558-341,217
625-101,524
624-209,415
972-235,737
712-251,461
437-433,4  
526-36 ,490
847-147,700
531-509,22 
362-141,221
594-389,205
339-124,215
458-62 ,396
745-389,356
671-391,280
281-19 ,262
760-229,531
808-513,295
993-373,620
570-460,110
257-3  ,254
884-145,739
649-41 ,608
647-605,42 
537-373,164
488-128,360
916-208,708
230-153,77 
686-401,285
804-323,481
669-226,443
980-263,717
636-595,41 
792-650,142
969-442,527
975-91 ,884
649-577,72 
307-295,12 
349-206,143
819-399,420
972-235,737
283-161,122
752-131,621
541-500,41 
713-474,239
698-384,314
995-477,518
831-590,241
672-427,245
637-288,349
231-178,53 
838-189,649
848-200,648
984-734,250
739-164,575
641-133,508
200-26 ,174
810-445,365
465-338,127
695-172,523
875-294,581
626-519,107
797-408,389
397-259,138
719-0  ,719
429-65 ,364
859-143,716
953-864,89 
486-372,114
954-931,23 
932-801,131
432-219,213
190-81 ,109
490-364,126
721-519,202
748-564,184
364-262,102
92-66  ,26 
827-75 ,752
851-295,556
164-121,43 
252-167,85 
695-556,139
407-285,122
816-567,249
916-753,163
301-207,94 
809-474,335
196-145,51 
773-634,139
756-386,370
136-107,29 
536-158,378
516-374,142
748-598,150
861-297,564
580-363,217
482-172,310
848-76 ,772
844-19 ,825
951-232,719
535-126,409
710-627,83 
283-271,12 
968-431,537
661-605,56 
598-369,229
503-188,315
511-17 ,494
362-183,179
960-213,747
514-421,93 
322-14 ,308
707-265,442
626-606,20 
769-381,388
892-664,228
915-481,434
421-246,175
434-386,48 
193-151,42 
306-42 ,264
413-247,166
512-247,265
725-55 ,670
519-108,411
874-255,619
839-690,149
626-54 ,572
882-774,108
602-239,363
382-60 ,322
338-78 ,260
666-317,349
304-99 ,205
665-374,291
426-181,245
670-479,191
404-253,151
580-413,167
948-94 ,854
144-63 ,81 
788-708,80 
102-2  ,100
144-130,14 
944-897,47 
790-782,8  
699-636,63 
650-583,67 
811-72 ,739
700-190,510
453-447,6  
389-242,147
18-17  ,1  
994-482,512
845-320,525
903-800,103
985-236,749
510-241,269
752-702,50 
652-401,251
335-191,144
747-131,616
861-23 ,838
268-235,33 
661-638,23 
599-117,482
638-525,113
991-442,549
163-90 ,73 
698-554,144
924-842,82 
457-233,224
421-300,121
786-30 ,756
907-163,744
745-147,598
832-288,544
564-512,52 
283-236,47 
955-803,152
816-29 ,787
972-128,844
968-484,484
901-742,159
942-571,371
517-482,35 
493-240,253
458-31 ,427
816-318,498
934-389,545
367-319,48 
603-428,175
948-614,334
901-803,98 
746-612,134
434-123,311
360-140,220
505-479,26 
843-706,137
702-270,432
986-134,852
913-471,442
440-38 ,402
901-538,363
665-4  ,661
839-398,441
311-153,158
922-320,602
801-255,546
906-862,44 
611-425,186
576-496,80 
760-365,395
880-638,242
339-50 ,289
450-365,85 
911-550,361
946-302,644
723-563,160
768-195,573
980-70 ,910
625-30 ,595
808-418,390
924-52 ,872
895-74 ,821
862-381,481
453-391,62 
329-51 ,278
945-202,743
261-19 ,242
243-104,139
901-408,493
744-378,366
817-594,223
823-239,584
991-987,4  
477-392,85 
417-246,171
997-375,622
722-685,37 
905-47 ,858
830-651,179
326-273,53 
964-350,614
720-695,25 
966-534,432
526-265,261
904-457,447
584-48 ,536
366-209,157
930-715,215
917-609,308
670-531,139
916-613,303
874-655,219
482-246,236
526-410,116
138-41 ,97 
102-10 ,92 
285-140,145
866-725,141
880-75 ,805
681-211,470
849-266,583
288-129,159
994-697,297
801-525,276
703-658,45 
354-94 ,260
713-707,6  
839-320,519
570-214,356
680-128,552
799-86 ,713
246-4  ,242
996-655,341
985-555,430
613-94 ,519
739-335,404
880-256,624
252-107,145
944-875,69 
997-634,363
880-377,503
960-209,751
456-384,72 
569-358,211
524-488,36 
492-428,64 
364-292,72 
386-96 ,290
874-247,627
975-518,457
912-655,257
327-203,124
849-669,180
962-631,331
403-316,87 
613-107,506
831-796,35 
521-62 ,459
830-506,324
971-624,347
505-455,50 
136-75 ,61 
853-368,485
261-50 ,211
344-289,55 
183-161,22 
871-60 ,811
896-859,37 
737-102,635
885-279,606
946-274,672
366-290,76 
908-188,720
985-371,614
963-266,697
992-415,577
777-414,363
794-27 ,767
566-69 ,497
221-201,20 
992-245,747
630-193,437
702-680,22 
946-276,670
418-374,44 
651-224,427
614-76 ,538
805-422,383
948-544,404
971-786,185
910-480,430
514-237,277
656-269,387
921-739,182
297-40 ,257
982-169,813
301-274,27 
813-771,42 
839-787,52 
970-933,37 
931-336,595
498-29 ,469
944-699,245
906-381,525
883-826,57 
916-233,683
842-818,24 
892-3  ,889
561-227,334
503-466,37 
615-88 ,527
937-420,517
798-528,270
788-731,57 
761-624,137
620-295,325
958-896,62 
577-185,392
361-43 ,318
959-295,664
965-62 ,903
510-476,34 
248-2  ,246
649-520,129
756-65 ,691
997-249,748
975-700,275
779-741,38 
842-535,307
380-105,275
853-132,721
708-368,340
404-327,77 
201-166,35 
918-625,293
894-132,762
634-456,178
864-180,684
674-643,31 
587-263,324
930-527,403
48-33  ,15 
819-567,252
252-251,1  
545-412,133
952-664,288
776-347,429
965-559,406
593-465,128
930-667,263
881-874,7  
287-183,104
856-698,158
466-35 ,431
707-512,195
617-374,243
524-463,61 
806-158,648
973-551,422
480-443,37 
850-723,127
203-33 ,170
836-550,286
506-163,343
211-46 ,165
880-799,81 
552-297,255
532-294,238
